Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc,InstBand_nominal,InstBand_ranged,n_RV,Ps_RV,fs_RV,wmean_RV,wrms_RV,info_PG_RV,maxP_PG_RV,maxSNR_PG_RV,rms_PG_RV,f_PG_RV,e_f_PG_RV,Pd_PG_RV,e_Pd_PG_RV,Ph_PG_RV,e_Ph_PG_RV,Pm_PG_RV,e_Pm_PG_RV,A_PG_RV,e_A_PG_RV,ph_PG_RV,e_ph_PG_RV,T0_PG_RV,e_T0_PG_RV,offset_PG_RV,e_offset_PG_RV,FAP_PG_RV,valid_PG_RV,error_PG_RV,elapsed_time_PG_RV,fits_file_RV,fig_file_RV,n_TESS,Ps_TESS,fs_TESS,wmean_TESS,wrms_TESS,info_PG_TESS,maxP_PG_TESS,maxSNR_PG_TESS,rms_PG_TESS,f_PG_TESS,e_f_PG_TESS,Pd_PG_TESS,e_Pd_PG_TESS,Ph_PG_TESS,e_Ph_PG_TESS,Pm_PG_TESS,e_Pm_PG_TESS,A_PG_TESS,e_A_PG_TESS,ph_PG_TESS,e_ph_PG_TESS,T0_PG_TESS,e_T0_PG_TESS,offset_PG_TESS,e_offset_PG_TESS,FAP_PG_TESS,valid_PG_TESS,error_PG_TESS,elapsed_time_PG_TESS,fits_file_TESS,fig_file_TESS
J23585+076,Wolf 1051,AB,4383,359.636419705836,7.65694708117931,23:58:32.65,+07:39:30.1,100.839686012448,-52.9310493417547,EDR3,M3.0 V,3.0,PMSU,3496.0,20.0,4.97,0.08,-0.06,0.06,Marf21,0.0293083,0.0004239,Karmn,0.46667,0.00632,Karmn,0.4684,0.0129,Karmn,82.4694775514765,0.35226285,-315.34631284094,0.1627385,EDR3,59.0941789236859,0.27797133,EDR3,16.92214053,0.07959955,EDR3,-13.54,0.08,Marf21,13.314306,EDR3,,,,,,,,0.0400316509621497,0.0018772203148098,Wol17,,,,,,,<,2.0,,Rein18,,,,0.042,0.01,Sche19,,,,,,,,,,,,,,,,,,,,21.316,0.297,GALEX,15.835,0.01,SDSS9,14.75,0.71,TYC2,13.221,0.01,UCAC4,12.0095,0.003,EDR3,12.465,0.01,UCAC4,11.944,0.194,TYC2,11.722,0.13,UCAC4,11.372,UCAC4,11.144,0.1,UCAC4,10.6636,0.0029,EDR3,9.865,0.1,UCAC4,9.4744,0.0038,EDR3,10.38,US-B1,7.907,0.023,7.29,0.029,7.063,0.021,AAA,2M,6.862,0.065,6.738,0.021,6.693,0.016,6.483,0.07,AAAA,AllWISE,ST3,,,,,,,,,,Karmn,,CARMENES+HARPS,No,,0.0,,FEROS,,(FastCam),Delta+,GTO,,2746709861572970624,23583264+0739304,408486498,3476.0,3516.0,4.89,5.05,True,../data/CARM_VIS_RVs/J23585+076.avc.dat,,True,False,He3-burning,He3-burning,28.0,59.950177879072726,0.0166805176461215,55.92396539776357,1995.5825364643497,"Generalized LS - statistical output
-----------------------------------
Number of input points:         28
Weighted mean of dataset:   55.923965
Weighted rms of dataset:    1995.582536
Time base:                  1942.716622
Number of frequency points: 1000001

Maximum power p [ZK]: 0.829389
RMS of residuals:     824.277850
  Mean weighted internal error:  2.743744
Best sine frequency:  112.307222 +/- 0.000050
Best sine period:     0.008904 +/- 0.000000
Amplitude:            2389.807635 +/- 220.297522
-----------------------------------",0.8293886695148422,2.8992743593551977,824.2778499527155,112.3072224,4.990862569723143e-05,0.0089041468449672,3.956947047055245e-09,0.213699524279215,9.496672912932589e-08,12.821971456752902,5.6980037477595536e-06,2389.80763535234,220.29752185926577,-0.0751320176372665,0.0146712392395665,2457587.664889861,0.0001306348685867,82.6625211847267,155.7738715852785,6.794336675948449e-05,1.0,,13.06330156326294,../data/CARM_VIS_RVs_PGs/J23585+076_RV_PG.fits,../data/CARM_VIS_RVs_PGs/figures/J23585+076_RV_PG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"Not recognized as a supported data product:
nan
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",0.002958059310913,,
J23556-061,GJ 912,AB,912,358.913616654316,-6.14428302714463,23:55:39.78,-06:08:33.4,88.1299331878002,-65.1754910573533,EDR3,M2.5 V,2.5,PMSU,3639.0,30.0,4.84,0.14,-0.02,0.08,Marf21,0.0460607,0.0003012,Karmn,0.53995,0.00908,Karmn,0.5457,0.0153,Karmn,-480.237277607078,0.058738317,-378.885800139448,0.027684215,EDR3,55.9199596857383,0.043934,EDR3,17.88270245,0.0140497,EDR3,17.067161772975,0.582480369328724,EDR3,2.085181,EDR3,,,,,,,,0.1527063525656542,0.002503058443926,Wol17,,,,,,,<,2.0,,Rein18,,,,0.074,0.011,Sche19,,,,,,,,,,,,,,,,,,,,,,,14.918,0.005,SDSS9,14.263,0.756,TYC2,12.585,0.043,APASS9,11.3811,0.0029,EDR3,11.848,0.044,APASS9,11.305,0.128,TYC2,11.17,0.062,APASS9,10.784,UCAC4,10.575,0.01,CMC15,10.1541,0.0028,EDR3,9.539,0.001,SDSS9,9.0467,0.0038,EDR3,9.85,US-B1,7.6,0.018,6.964,0.044,6.715,0.024,AAA,2M,6.584,0.072,6.477,0.021,6.437,0.016,6.381,0.06,AAAA,AllWISE,SB1,,,,,,,,,,Karmn,,CARMENES+HARPS,No,,0.0,,FEROS,,(FastCam),Delta+,GTO,,2442996678074668288,23553981-0608327,9759680,3609.0,3669.0,4.7,4.98,True,../data/CARM_VIS_RVs/J23556-061.avc.dat,,True,False,He3-burning,He3-burning,30.0,59.82831327058375,0.016714494280949,8.177400010194297,344.9343468233584,"Generalized LS - statistical output
-----------------------------------
Number of input points:         30
Weighted mean of dataset:   8.177400
Weighted rms of dataset:    344.934347
Time base:                  1970.616388
Number of frequency points: 1000001

Maximum power p [ZK]: 0.606878
RMS of residuals:     216.271925
  Mean weighted internal error:  1.834619
Best sine frequency:  17.270371 +/- 0.000047
Best sine period:     0.057903 +/- 0.000000
Amplitude:            444.221156 +/- 55.841171
-----------------------------------",0.6068779440023848,2.053993623569572,216.27192538208624,17.2703712,4.728276633361448e-05,0.0579026350053205,1.5852564657424028e-07,1.3896632401276934,3.804615517781767e-06,83.3797944076616,0.0002282769310669,444.2211556919194,55.84117101713554,0.4564157145559132,0.0200066977484986,2457593.6323654987,0.001158440517393,1.3472499577604466,39.48567069561424,0.6019657901778399,1.0,,11.500703573226929,../data/CARM_VIS_RVs_PGs/J23556-061_RV_PG.fits,../data/CARM_VIS_RVs_PGs/figures/J23556-061_RV_PG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"Not recognized as a supported data product:
nan
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",0.0009975433349609,,
J23548+385,RX J2354.8+3831,-,,358.713658300636,38.5263396263287,23:54:51.46,+38:31:36.2,110.94190824769,-23.0244485571922,EDR3,M4.0 V,4.0,Lep13,3263.0,16.0,5.13,0.1,-0.55,0.09,Marf21,0.0104244,5.671e-05,Karmn,0.31948,0.00325,Karmn,0.31308,0.00995,Karmn,-132.064145710208,0.03407636,-86.1455864959332,0.024884645,EDR3,59.3946800642769,0.03095568,EDR3,16.83652473,0.00877496,EDR3,5.37189530069022,0.0265595005360228,Lafa20,1.3178313,EDR3,9.90138,0.01035,7.32842,0.02301,-5.95718,0.0111,Karmn,0.0095867448376202,0.0004809384675777,Wol17,UMa,Karmn,,,D,Karmn,=,3.6,1.5,Rein18,4.797959,0.0014629092,Rev20,-3.35,0.05,Sche19,-3.859,0.006,Sche19,J235452.2+383129,0.234,0.0287,-0.26,0.12,0.07,0.21,16.22,1.99,0.0119878085850164,2.99,1RXS,RV-loud,Sad21,20.759,0.272,19.678,0.093,GALEX,16.489,0.009,SDSS9,,,,14.784,0.05,UCAC4,13.4619,0.0058,EDR3,13.91,0.04,UCAC4,,,,13.184,0.06,UCAC4,13.167,UCAC3,12.573,0.05,UCAC4,11.8792,0.0029,EDR3,11.061,0.05,UCAC4,10.6477,0.0045,EDR3,10.22,US-B1,8.937,0.034,8.345,0.017,8.087,0.02,AAA,2M,7.93,0.025,7.782,0.02,7.652,0.018,7.801,0.207,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE,,(Astralux) [Bow15],Alpha,GTO,25-300Ma Shk09.,2881313793031884544,23545147+3831363,291689873,3247.0,3279.0,5.03,5.23,True,../data/CARM_VIS_RVs/J23548+385.avc.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J23548+385/J23548+385_TESS_TIC291689873_S17.fits,True,True,none,none,13.0,13.940020861569792,0.0717359041231298,-2.220446049250313e-16,29.08187418185711,"Generalized LS - statistical output
-----------------------------------
Number of input points:         13
Weighted mean of dataset:   -0.000000
Weighted rms of dataset:    29.081874
Time base:                  169.695378
Number of frequency points: 1000001

Maximum power p [ZK]: 0.888470
RMS of residuals:     9.712202
  Mean weighted internal error:  2.865692
Best sine frequency:  52.126469 +/- 0.000254
Best sine period:     0.019184 +/- 0.000000
Amplitude:            58.193698 +/- 3.809439
-----------------------------------",0.8884702729998618,5.991812946223472,9.71220209490069,52.1264688,0.0002540934144985,0.019184111700273,9.351403535020141e-08,0.460418680806554,2.244336848404833e-06,27.625120848393244,0.0001346602109042,58.19369824856467,3.809439077065796,-0.4746988432915983,0.0104185002460709,2457592.6770305387,0.0001998696724699,-12.399802100114751,2.693680203910247,0.3347750667908482,1.0,,11.086117506027222,../data/CARM_VIS_RVs_PGs/J23548+385_RV_PG.fits,../data/CARM_VIS_RVs_PGs/figures/J23548+385_RV_PG.png,12878.0,0.0013888636058254,720.0131069786767,8262.2080078125,24030.125,"Generalized LS - statistical output
-----------------------------------
Number of input points:      12878
Weighted mean of dataset:   8262.208008
Weighted rms of dataset:    155.016525
Time base:                  23.030205
Number of frequency points: 1000001

Maximum power p [ZK]: 0.000502
RMS of residuals:     154.977651
  Mean weighted internal error:  14.856284
Best sine frequency:  5.847341 +/- 0.009664
Best sine period:     0.171018 +/- 0.000283
Amplitude:            4.910908 +/- 1.931345
-----------------------------------",0.000501569154113,0.0316878487956632,154.97765074529462,5.8473408,0.0096642509524681,0.1710179095427446,0.0002826515593528,4.104429829025872,0.0067836374244685,246.26578974155228,0.4070182454681145,4.910908363523999,1.9313450050626908,0.465722309055908,0.0625919039041068,1764.609497720677,0.0107043365599807,8262.219751287155,1.365667149890596,1.0,1.0,,344.00268483161926,../data/CARMENES_GTO_TESS_PGs/J23548+385_TESS_PG.fits,../data/CARMENES_GTO_TESS_PGs/figures/J23548+385_TESS_PG.png
J23505-095,LP 763-012,-,4367,357.63470522772,-9.56096439188992,23:50:31.64,-09:33:32.7,80.7770665497193,-67.3034255060156,EDR3,M4.0 V,4.0,PMSU,3377.0,34.0,4.83,0.1,-0.08,0.1,Marf21,0.0102982,9.653e-05,Karmn,0.29646,0.00613,Karmn,0.2888,0.0112,Karmn,634.56220603823,0.037466332,-426.025083033697,0.028018536,EDR3,58.7979214872597,0.048928242,EDR3,17.00740391,0.01415258,EDR3,-21.8708674092309,0.0240094661686138,Lafa20,1.2650676,EDR3,-29.62173,0.03983,-58.246,0.03108,-2.32874,0.02584,Karmn,0.214452407860733,0.0059982678535134,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.006,0.012,Sche19,,,,,,,,,,,,,,,,,,,,22.435,0.472,GALEX,16.696,0.007,SDSS9,,,,,,,13.6499,0.0049,EDR3,14.015,0.002,PS1,,,,,,,13.166,UCAC4,12.797,0.0,CMC15,11.9981,0.0029,EDR3,11.376,0.059,PS1,10.7543,0.0042,EDR3,10.32,US-B1,8.943,0.039,8.386,0.059,8.043,0.024,AAA,2M,7.898,0.026,7.77,0.02,7.653,0.02,7.416,0.133,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,FEROS,,FastCam (Astralux),Alpha,GTO,,2435125446129139712,23503159-0933320,9697711,3343.0,3411.0,4.73,4.93,True,../data/CARM_VIS_RVs/J23505-095.avc.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J23505-095/J23505-095_TESS_TIC9697711_S02.fits,True,True,He3-burning,He3-burning,71.0,2.908163571730256,0.3438596128913873,-0.1623190471489549,3.362607284938901,"Generalized LS - statistical output
-----------------------------------
Number of input points:         71
Weighted mean of dataset:   -0.162319
Weighted rms of dataset:    3.362607
Time base:                  1581.691279
Number of frequency points: 1000001

Maximum power p [ZK]: 0.306278
RMS of residuals:     2.800716
  Mean weighted internal error:  1.699340
Best sine frequency:  4.969406 +/- 0.000072
Best sine period:     0.201231 +/- 0.000003
Amplitude:            2.767254 +/- 0.470062
-----------------------------------",0.3062775960730287,0.9880524098472814,2.8007155953665093,4.9694064,7.227981809110165e-05,0.2012312778443719,2.926900918554606e-06,4.829550668264926,7.024562204531054e-05,289.7730400958956,0.0042147373227186,2.767253793298743,0.4700616635044775,-0.3717097362479372,0.0270349750665822,2457594.7500624307,0.005440282579139,-0.2727506230061717,0.3323837898398451,0.5840353252424828,1.0,,12.2401225566864,../data/CARM_VIS_RVs_PGs/J23505-095_RV_PG.fits,../data/CARM_VIS_RVs_PGs/figures/J23505-095_RV_PG.png,18300.0,0.0013889186093365,719.9845932496212,7767.134765625,162.92138671875,"Generalized LS - statistical output
-----------------------------------
Number of input points:      18300
Weighted mean of dataset:   7767.134766
Weighted rms of dataset:    12.764067
Time base:                  27.405986
Number of frequency points: 1000001

Maximum power p [ZK]: 0.001197
RMS of residuals:     12.756423
  Mean weighted internal error:  12.903124
Best sine frequency:  26.962450 +/- 0.006808
Best sine period:     0.037089 +/- 0.000009
Amplitude:            0.624324 +/- 0.133358
-----------------------------------",0.0011973236245851,0.0489418970358333,12.756422582114528,26.9624496,0.0068082236048102,0.0370886182389006,9.365158207430844e-06,0.890126837733616,0.0002247637969783,53.40761026401696,0.0134858278187004,0.624323520559428,0.1333577779887894,0.1262709267960635,0.0339960755405291,1354.1088154950014,0.0012608674673435,7767.134654174407,0.0942981891398431,0.0641480276863434,1.0,,473.5330421924591,../data/CARMENES_GTO_TESS_PGs/J23505-095_TESS_PG.fits,../data/CARMENES_GTO_TESS_PGs/figures/J23505-095_TESS_PG.png
J23492+024,BR Psc,-,908,357.306603823134,2.396917944196,23:49:12.53,+02:24:04.4,93.5674666869375,-56.885396454986,EDR3,M1.0 V,1.0,PMSU,3573.0,23.0,4.94,0.13,-0.55,0.08,Marf21,0.0255593,0.0002067,Karmn,0.41722,0.00563,Karmn,0.416,0.012,Karmn,992.720389028549,0.035269726,-968.806466326766,0.019325616,EDR3,169.21632962255,0.028058065,EDR3,5.90959515,0.00097988,EDR3,-71.131,0.0005,Sou18,1.1554246,EDR3,-8.81529,0.00467,-70.17176,0.00385,39.59608,0.00253,Karmn,0.2613655381290241,0.0005883831741319,Wol17,,,,,TD,Karmn,<,2.0,,Rein18,49.900001525878906,3.5,SM18,-0.023,0.014,Sche19,,,,J234911.9+022422,0.0512,0.0135,-0.31,0.23,-0.51,0.32,3.41,0.9,0.0001416125383568,0.08,1RXS,Flare?,Ger99,21.0,0.204,18.668,0.047,GALEX,15.318,0.015,SDSS9,10.886,0.058,TYC2,10.444,0.03,UCAC4,9.2166,0.0029,EDR3,10.246,0.25,UCAC4,9.194,0.021,TYC2,9.416,0.03,UCAC4,8.923,UCAC4,8.472,0.0,CMC15,8.1529,0.0028,EDR3,7.936,0.02,UCAC4,7.1208,0.0038,EDR3,7.34,US-B1,5.827,0.023,5.282,0.031,5.043,0.02,AAA,2M,4.967,0.199,4.512,0.123,4.765,0.016,4.654,0.031,BBAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+SOPHIE,No,,0.0,,CAFE FEROS,,FastCam [WD15],Alpha,GTO,,2739689239311660672,23491255+0224037,267255253,3550.0,3596.0,4.8100000000000005,5.07,True,../data/CARM_VIS_RVs/J23492+024.avc.dat,,True,False,He3-burning,He3-burning,373.0,1.1437621819786727,0.8743076277185798,-0.047101065969199,2.1838672975035585,"Generalized LS - statistical output
-----------------------------------
Number of input points:        373
Weighted mean of dataset:   -0.047101
Weighted rms of dataset:    2.183867
Time base:                  2227.995675
Number of frequency points: 1000001

Maximum power p [ZK]: 0.068763
RMS of residuals:     2.107446
  Mean weighted internal error:  1.492701
Best sine frequency:  54.484656 +/- 0.000087
Best sine period:     0.018354 +/- 0.000000
Amplitude:            0.816450 +/- 0.154318
-----------------------------------",0.068762945347657,0.3874119490605897,2.1074455823374825,54.484656,8.686114508187207e-05,0.01835379120316,2.9260188785996384e-08,0.4404909888758406,7.022445308639132e-07,26.42945933255044,4.213467185183479e-05,0.8164496005924935,0.1543181297221157,-0.0113332286922497,0.0300820689190706,2457395.286365673,0.0005521200118996,-0.0683618228507807,0.1091193959865333,0.4433025582260539,1.0,,20.05657935142517,../data/CARM_VIS_RVs_PGs/J23492+024_RV_PG.fits,../data/CARM_VIS_RVs_PGs/figures/J23492+024_RV_PG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"Not recognized as a supported data product:
nan
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",0.0019857883453369,,
J23431+365,GJ 1289,-,1289,355.78150915638,36.536310377293,23:43:06.31,+36:32:13.1,107.922838508812,-24.3364793268257,EDR3,M4.0 V,4.0,PMSU,3301.0,30.0,5.18,0.12,-0.1,0.1,Marf21,0.0056628,3.554e-05,Karmn,0.23008,0.00424,Karmn,0.21874,0.00965,Karmn,941.840666280804,0.05652775,-151.27152377977,0.04829269,EDR3,119.57940519812,0.05627809,EDR3,8.36264404,0.00393574,EDR3,-2.597,0.0197,Sou18,1.1618363,EDR3,-29.58052,0.01651,-19.17929,0.01857,-13.9257,0.00981,Karmn,0.1712607178375539,0.0040239959664293,Wol17,,,,,YD,Karmn,<,2.0,,Rein18,83.6,7.0,DA19,-0.877,0.009,Sche19,-4.44,0.005,Sche19,J234305.1+363226,0.105,0.0176,-0.44,0.14,0.41,0.28,6.28,1.05,0.0021672874924893,0.73,1RXS*,,,22.294,0.502,20.523,0.149,GALEX,,,,,,,,,,12.9132,0.0044,EDR3,13.264,0.001,PS1,,,,,,,12.291,UCAC4,11.972,0.0,CMC15,11.168,0.0029,EDR3,10.29,0.044,PS1,9.9025,0.0041,EDR3,,,8.11,0.029,7.446,0.036,7.226,0.02,AAA,2M,7.02,0.05,6.851,0.02,6.731,0.016,6.608,0.063,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,FastCam,Alpha,GTO,,2879455480942629248,23430628+3632132,352593978,3271.0,3331.0,5.06,5.3,True,../data/CARM_VIS_RVs/J23431+365.avc.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J23431+365/J23431+365_TESS_TIC352593978_S17.fits,True,True,none,He3-burning,23.0,17.05720016756095,0.0586262686828158,-1.1102230246251563e-16,2.7958650134539873,"Generalized LS - statistical output
-----------------------------------
Number of input points:         23
Weighted mean of dataset:   -0.000000
Weighted rms of dataset:    2.795865
Time base:                  1887.849159
Number of frequency points: 1000001

Maximum power p [ZK]: 0.763334
RMS of residuals:     1.360140
  Mean weighted internal error:  1.335455
Best sine frequency:  38.855837 +/- 0.000042
Best sine period:     0.025736 +/- 0.000000
Amplitude:            3.660252 +/- 0.401083
-----------------------------------",0.7633344617715904,2.691084280554947,1.3601403077891403,38.8558368,4.195430208100287e-05,0.025736159155373,2.77884272874362e-08,0.6176678197289525,6.669222548984688e-07,37.06006918373715,4.0015335293908126e-05,3.660252201640523,0.4010834952511094,0.1587202386492678,0.0174398968555167,2457587.6395045696,0.0004488359611268,0.3044658888749412,0.2836088593140619,0.1348590185611352,1.0,,11.661253929138184,../data/CARM_VIS_RVs_PGs/J23431+365_RV_PG.fits,../data/CARM_VIS_RVs_PGs/figures/J23431+365_RV_PG.png,12854.0,0.0013888561552448,720.0169695210027,16158.291015625,349.4266967773437,"Generalized LS - statistical output
-----------------------------------
Number of input points:      12854
Weighted mean of dataset:   16158.291016
Weighted rms of dataset:    18.692959
Time base:                  22.988419
Number of frequency points: 1000001

Maximum power p [ZK]: 0.002169
RMS of residuals:     18.672672
  Mean weighted internal error:  21.257272
Best sine frequency:  8.084006 +/- 0.005822
Best sine period:     0.123701 +/- 0.000089
Amplitude:            1.232611 +/- 0.232918
-----------------------------------",0.0021693491670731,0.0660115050540059,18.67267169592334,8.0840064,0.0058224386024501,0.1237010401179296,8.909464880506067e-05,2.968824962830312,0.0021382715713214,178.1294977698187,0.1282962942792873,1.232611162027237,0.2329176027197591,-0.2292624493154763,0.0300743567379319,1764.7175393135149,0.0037202292093598,16158.288258188111,0.1646976163408559,0.0027853211798683,1.0,,352.262793302536,../data/CARMENES_GTO_TESS_PGs/J23431+365_TESS_PG.fits,../data/CARMENES_GTO_TESS_PGs/figures/J23431+365_TESS_PG.png
J23419+441,HH And,-,905,355.480015258156,44.1703757007478,23:41:55.04,+44:10:38.8,109.98933805856,-16.9473504942603,EDR3,M5.0 V,5.0,AF15a,3186.0,41.0,5.15,0.18,0.04,0.17,Marf21,0.0023492,1.709e-05,Karmn,0.15908,0.00413,Karmn,0.14382,0.00917,Karmn,112.5274649335,0.036434025,-1591.64976181455,0.026793785,EDR3,316.481186782269,0.044448785,EDR3,3.15974548,0.00044378,EDR3,-77.764,0.0108,Sou18,1.0273284,EDR3,32.46441,0.00377,-74.59514,0.00973,0.30264,0.00442,Karmn,0.1849038691061918,0.0012658675240695,Wol17,,,,,TD-D,Karmn,<,2.0,,Rein18,106.0,6.0,DA19,-0.375,0.014,Sche19,-4.949,0.016,Sche19,J234155.0+441047,0.177,0.0238,0.15,0.14,-0.16,0.18,16.12,2.17,0.0017978635448043,0.46,1RXS,Flare?,Ger99,,,,,,15.619,0.005,SDSS9,,,,,,,12.5464,0.0035,EDR3,12.99,0.003,PS1,,,,,,,11.881,UCAC4,11.682,0.001,SDSS9,10.3793,0.0028,EDR3,9.278,0.001,PS1,9.017,0.0038,EDR3,8.99,US-B1,6.884,0.026,6.247,0.027,5.929,0.02,AAA,2M,5.734,0.16,5.427,0.057,5.396,0.015,5.249,0.035,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,CAFOS,,,(Astralux) [LuckyCam],Alpha,GTO,,1926461164913660160,23415498+4410407,2041185141,3145.0,3227.0,4.970000000000001,5.33,True,../data/CARM_VIS_RVs/J23419+441.avc.dat,,True,False,none,none,99.0,3.0318568707443774,0.3298308734984845,-0.0341045543395728,2.5327038377612388,"Generalized LS - statistical output
-----------------------------------
Number of input points:         99
Weighted mean of dataset:   -0.034105
Weighted rms of dataset:    2.532704
Time base:                  1383.129757
Number of frequency points: 1000001

Maximum power p [ZK]: 0.280568
RMS of residuals:     2.148222
  Mean weighted internal error:  1.283955
Best sine frequency:  13.708382 +/- 0.000079
Best sine period:     0.072948 +/- 0.000000
Amplitude:            1.996465 +/- 0.305335
-----------------------------------",0.280568219588896,0.9293567903454129,2.148222286099037,13.708382399999998,7.944944248295646e-05,0.0729480671621766,4.22783892156685e-07,1.750753611892239,1.014681341176044e-05,105.04521671353436,0.0006088088047056,1.9964649687574865,0.3053350201916013,0.3940085493205402,0.024340811646097,2457421.2533982047,0.0017756151627413,0.0894134004292325,0.2159044633112126,0.0259600063792925,1.0,,12.808429718017578,../data/CARM_VIS_RVs_PGs/J23419+441_RV_PG.fits,../data/CARM_VIS_RVs_PGs/figures/J23419+441_RV_PG.png,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,"Not recognized as a supported data product:
nan
This file may be corrupt due to an interrupted download. Please remove it from your disk and try again.",0.0020222663879394,,
