Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc,InstBand_nominal,InstBand_ranged
J22559+178,StKM 1-2065,-,4306,343.999471784232,17.8105656409628,22:55:59.85,+17:48:39.8,87.7731451238184,-37.0580617821435,EDR3,M1.0 V,1.0,PMSU,3814.0,12.0,4.9,0.08,0.02,0.03,Marf21,0.055829,0.000241,Karmn,0.5412,0.0036,Karmn,0.547,0.0125,Karmn,24.5681060685006,0.024583021,-110.094884606992,0.02003687,EDR3,59.0633363371333,0.020899575,EDR3,16.93097719,0.00599103,EDR3,-32.2376839118937,0.0230187479539066,Lafa20,1.2151765,EDR3,1.89363,0.00265,-30.95084,0.01846,12.63711,0.0141,Karmn,0.0051445267867797,9.405870711007008e-05,Wol17,,,,,D,Karmn,<,2.0,,Rein18,27.0,2.5,SM18,-0.032,0.009,Sche19,,,,,,,,,,,,,,,,,,,,,,,14.758,0.006,SDSS9,12.152,0.137,TYC2,11.938,0.03,UCAC4,10.7087,0.0032,EDR3,11.198,0.01,UCAC4,,,,10.558,0.01,UCAC4,10.018,UCAC3,9.899,0.01,UCAC4,9.6559,0.0028,EDR3,9.022,0.02,UCAC4,8.6364,0.0039,EDR3,9.0,US-B1,7.319,0.026,6.677,0.017,6.449,0.021,AAA,2M,6.369,0.087,6.23,0.027,6.259,0.015,6.199,0.066,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,FEROS,,(FastCam),Alpha,GTO,,2830099469122381056,22555984+1748399,91210226,3802.0,3826.0,4.82,4.98,True,../data/CARMENES_GTO_RVsJ22559+178.dat,,True,False,He3-burning,He3-burning
J22518+317,GT Peg,-,875.1,342.975800816399,31.7540055031536,22:51:53.54,+31:45:15.2,95.1615380204674,-24.593478122546,EDR3,M3.0 V,3.0,PMSU,3335.0,44.0,4.68,0.14,-0.31,0.18,Marf21,0.0263911,0.0001342,Karmn,0.4866,0.0129,Karmn,0.4895,0.0177,Karmn,523.799721333241,0.03745682,-48.3199531046876,0.038622715,EDR3,66.2051942738579,0.04352633,EDR3,15.10455503,0.00993043,EDR3,-2.284,0.0712,Sou18,1.4225554,EDR3,-29.94509,0.02198,-13.69432,0.06486,-18.42835,0.03173,Karmn,0.096104717407881,0.0006115723250347,Wol17,IC?,Lafr07,IC?,Lafr07,YD,Karmn,=,13.2,0.9,Fou18,1.63,0.01,DA19,-5.172,0.021,Sche19,-3.5555,0.0017,Sche19,J225153.6+314513,0.469,0.0314,-0.16,0.06,0.14,0.1,35.0,2.34,0.0082566264491654,1.07,1RXS,RV-loud,Sad21,,,,,,15.108,0.005,SDSS9,13.325,0.247,TYC2,13.132,0.06,UCAC4,11.8757,0.0044,EDR3,12.362,0.05,UCAC4,11.917,0.123,TYC2,11.603,0.05,UCAC4,11.26,UCAC4,11.023,0.06,UCAC4,10.501,0.0029,EDR3,9.694,0.05,UCAC4,9.3365,0.004,EDR3,10.5,US-B1,7.697,0.02,7.129,0.018,6.874,0.021,AAA,2M,6.76,0.064,6.603,0.023,6.552,0.015,6.411,0.064,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,,,(FCam)[Dae07 ALux WD15],Alpha,GTO,20-300Ma Shk09.,1889703529122914560,22515348+3145153,188878355,3291.0,3379.0,4.54,4.819999999999999,True,../data/CARMENES_GTO_RVsJ22518+317.dat,,True,False,He3-burning,He3-burning
J22503-070,BD-07 5871,-,875,342.580457305628,-7.08964409655775,22:50:19.42,-07:05:24.4,62.2438233727798,-54.9826432933592,EDR3,M0.5 V,0.5,Gra03,3900.0,10.0,5.01,0.09,-0.08,0.04,Marf21,0.0606718,0.0002745,Karmn,0.53953,0.00302,Karmn,0.5453,0.0123,Karmn,-106.572322667633,0.022454634,103.75824912055,0.022502972,EDR3,68.9302811837284,0.019456035,EDR3,14.50741217,0.00409481,EDR3,-6.13494118175989,0.0180090999786679,Lafa20,1.0850837,EDR3,1.34705,0.00541,4.73333,0.0094,10.86523,0.01482,Karmn,0.0072323370391253,0.0003092094035085,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,-0.029,0.01,Sche19,,,,,,,,,,,,,,,,,,21.593,0.413,18.844,0.071,GALEX,14.99,0.006,SDSS9,11.675,0.081,TYC2,11.306,0.01,UCAC4,10.0931,0.0031,EDR3,10.782,0.001,SDSS9,10.082,0.036,TYC2,9.92,0.01,UCAC4,9.757,UCAC4,9.289,0.001,SDSS9,9.1329,0.0028,EDR3,8.534,0.001,SDSS9,8.1656,0.0038,EDR3,8.36,US-B1,6.932,0.023,6.324,0.029,6.104,0.02,AAA,2M,6.026,0.105,5.853,0.038,5.931,0.015,5.812,0.04,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,[WD15],Alpha,GTO,,2611163717366876544,22501943-0705245,36595140,3890.0,3910.0,4.92,5.1,True,../data/CARMENES_GTO_RVsJ22503-070.dat,,True,False,He3-burning,He3-burning
J22330+093,BD+08 4887,-,863,338.261701151625,9.37860496034321,22:33:02.23,+09:22:40.7,75.5435237568379,-40.428794241958,EDR3,M1.0 V,1.0,PMSU,3722.0,16.0,4.98,0.11,-0.2,0.05,Marf21,0.0348552,0.0002759,Karmn,0.44899,0.00425,Karmn,0.4497,0.0117,Karmn,538.17968242506,0.027259221,141.148799627902,0.024034373,EDR3,77.0346120055699,0.021512639,EDR3,12.98117786,0.00362512,EDR3,-6.493,0.0016,Sou18,1.2107295,EDR3,-33.30827,0.00796,-6.89005,0.00305,-7.58186,0.00512,Karmn,0.0921969678039998,0.0006583627738162,Wol17,,,,,YD,Karmn,<,2.0,,Rein18,,,,-0.034,0.005,Sche19,,,,,,,,,,,,,,,,,,,,19.871,0.179,GALEX,15.086,0.008,SDSS9,12.305,0.183,TYC2,11.835,0.01,UCAC4,10.6205,0.0031,EDR3,11.126,0.01,UCAC4,10.569,0.054,TYC2,10.365,0.02,UCAC4,9.907,UCAC3,9.817,0.001,SDSS9,9.5423,0.0028,EDR3,9.001,0.2,UCAC4,8.5116,0.0038,EDR3,8.71,US-B1,7.208,0.024,6.604,0.04,6.356,0.023,AAA,2M,6.217,0.101,5.992,0.037,6.086,0.015,5.961,0.049,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,,,(FastCam) [WD15],Alpha,GTO,,2717105133036645760,22330225+0922410,418978178,3706.0,3738.0,4.87,5.090000000000001,True,../data/CARMENES_GTO_RVsJ22330+093.dat,,True,False,He3-burning,He3-burning
J22125+085,Wolf 1014,-,9773,333.150248252299,8.55024242893626,22:12:35.94,+08:33:11.6,70.1119490435696,-37.5361057648988,EDR3,M3.0 V,3.0,PMSU,3528.0,25.0,4.9,0.13,-0.2,0.09,Marf21,0.0182836,7.721e-05,Karmn,0.36193,0.00519,Karmn,0.3579,0.0112,Karmn,106.380051830958,0.026583292,-671.154103534374,0.04146962,EDR3,62.8784528136804,0.022343399,EDR3,15.9036992,0.00565126,EDR3,8.45852863509725,0.0250067626070158,Lafa20,1.1952326,EDR3,22.64256,0.01212,-27.63218,0.02204,-37.6816,0.01838,Karmn,0.1694173132306056,0.0024632124796672,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.041,0.006,Sche19,,,,,,,,,,,,,,,,,,,,21.757,0.251,GALEX,15.465,0.006,SDSS9,13.451,0.381,TYC2,13.534,0.01,UCAC4,12.2297,0.0033,EDR3,12.746,0.01,UCAC4,12.164,0.213,TYC2,11.956,0.01,UCAC4,11.613,UCAC4,11.38,0.01,UCAC4,10.9082,0.0028,EDR3,10.177,0.01,UCAC4,9.7698,0.0038,EDR3,10.87,US-B1,8.277,0.021,7.681,0.024,7.472,0.027,AAA,2M,7.239,0.035,7.147,0.019,7.064,0.017,6.918,0.103,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,FEROS,,(FastCam) [WD15],Alpha,GTO,,2723557788822526720,22123595+0833110,468309671,3503.0,3553.0,4.7700000000000005,5.03,True,../data/CARMENES_GTO_RVsJ22125+085.dat,,True,False,He3-burning,He3-burning
J22115+184,Ross 271,-,851,332.876933620375,18.4269985655602,22:11:30.09,+18:25:34.3,78.0815263670393,-30.18838463272,EDR3,M2.0 V,2.0,PMSU,3704.0,20.0,4.77,0.12,0.0,0.06,Marf21,0.0429233,0.0003611,Karmn,0.5031,0.00583,Karmn,0.507,0.013,Karmn,329.059344381522,0.022056237,180.634183897116,0.024407836,EDR3,85.405993274552,0.021824164,EDR3,11.70878016,0.002992,EDR3,-51.328,0.0037,Sou18,1.0465374,EDR3,-29.52888,0.00426,-41.45759,0.00355,21.86301,0.00382,Karmn,0.0377475866494067,0.0001334415621011,Wol17,,,,,D,Karmn,<,2.0,,Rein18,36.3,0.2,DA19,0.032,0.009,Sche19,,,,,,,,,,,,,,,,,,20.599,0.228,18.624,0.06,GALEX,14.428,0.005,SDSS9,12.213,0.17,TYC2,11.681,0.02,UCAC4,10.4695,0.0031,EDR3,10.941,0.03,UCAC4,10.463,0.048,TYC2,10.223,0.02,UCAC4,9.836,UCAC4,9.651,0.01,UCAC4,9.2583,0.0028,EDR3,8.487,0.0,UCAC4,8.1615,0.0039,EDR3,8.61,US-B1,6.725,0.037,6.035,0.036,5.823,0.016,AAA,2M,5.644,0.143,5.515,0.05,5.588,0.015,5.454,0.044,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,CAFE,,(FastCam) [WD15],Alpha,GTO,,1776317182780536064,22113008+1825341,258822427,3684.0,3724.0,4.65,4.89,True,../data/CARMENES_GTO_RVsJ22115+184.dat,,True,False,He3-burning,He3-burning
J22102+587,TOI-2285,-,,332.5632700387186,58.70609044653615,22:10:15.14,+58:42:22.2,103.28848919405527,2.1235611822568905,EDR3,m2,2.0,Karmn,3500.0,50.0,,,,,Karmn,0.0308705,0.0001673,Karmn,0.4778,0.0137,Karmn,0.4802,0.0183,Karmn,21.234325763082303,0.017846111,-20.904567380506684,0.015252767,EDR3,23.53865186414418,0.015106243,EDR3,42.483316622022606,0.0272642336545957,EDR3,-24.212473,0.47759804,EDR3,1.2744241,EDR3,4.46901,0.10979,-23.58122,0.46449,-6.79777,0.0182,Karmn,,,,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.896,0.06,UCAC4,13.631396,0.003053,EDR3,14.154,0.03,UCAC4,,,,13.393,0.05,UCAC4,,,12.831,0.07,UCAC4,12.422336,0.002791,EDR3,11.714,0.02,UCAC4,11.327153,0.003863,EDR3,,,9.86,0.027,9.262,0.028,9.034,0.022,AAA,2M,8.918,0.023,8.836,0.019,8.71,0.025,8.749,,AAAU,AllWISE,Single,,,,,,,,,,,,,?,TOI in prep,0.0,,,,,Alpha,TOI,TOI 2285,2199658670194983040,22101513+5842221,329148988,3450.0,3550.0,,,True,../data/CARMENES_GTO_RVsJ22102+587.dat,,True,False,none,none
J22096-046,BD-05 5715,-,849,332.423151566049,-4.64083481515791,22:09:40.34,-04:38:26.7,55.8945591979117,-45.4033115187686,EDR3,M3.5 V,3.5,PMSU,3540.0,31.0,4.81,0.11,0.0,0.07,Marf21,0.0290315,0.0001838,Karmn,0.45298,0.00806,Karmn,0.454,0.0138,Karmn,1132.58326545284,0.038505677,-22.1573065256557,0.037164405,EDR3,113.444721507213,0.029997606,EDR3,8.81486584,0.00233087,EDR3,-15.279,0.0026,Sou18,1.353798,EDR3,-43.43788,0.01017,-17.45263,0.00287,-16.81335,0.00754,Karmn,0.2603050477496577,0.0007384501862379,Wol17,HS,Karmn,,,YD,Karmn,<,2.0,,Rein18,39.20000076293945,6.3,SM15,0.145,0.019,Sche19,,,,,,,,,,,,,,,,,,,,,,,14.61,0.01,SDSS9,11.924,0.115,TYC2,11.885,0.03,UCAC4,10.6117,0.0036,EDR3,11.113,0.02,UCAC4,10.526,0.054,TYC2,10.365,0.03,UCAC4,10.144,UCAC4,9.774,0.02,UCAC4,9.2372,0.0028,EDR3,8.489,0.02,UCAC4,8.07,0.0039,EDR3,9.12,US-B1,6.51,0.024,5.899,0.044,5.594,0.017,AAA,2M,5.57,0.116,5.183,0.064,5.307,0.015,5.177,0.036,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,Yes,Butl06 Mone14,2.0,,CAFE,,(FastCam) [WD15],Alpha,GTO,,2627117287488522240,22094029-0438267,248027247,3509.0,3571.0,4.699999999999999,4.92,True,../data/CARMENES_GTO_RVsJ22096-046.dat,,True,False,He3-burning,He3-burning
J22021+014,BD+00 4810,-,846,330.54080176554,1.39899237700739,22:02:10.28,+01:24:00.8,60.9928978954298,-40.296166347548,EDR3,M0.5 V,0.5,AF15a,3882.0,12.0,4.97,0.07,0.0,0.04,Marf21,0.0641846,0.0008641,Karmn,0.56009,0.00512,Karmn,0.567,0.0133,Karmn,-452.371844934021,0.03588726,-278.725246778663,0.030810723,EDR3,94.5636665001753,0.047273144,EDR3,10.57488607,0.00528647,EDR3,18.383,0.0027,Sou18,1.1244168,EDR3,31.54561,0.00975,5.32296,0.00577,-4.89574,0.00786,Karmn,0.0688670508467966,0.0004827706907188,Wol17,,,,,D,Karmn,<,2.0,,Rein18,29.5,0.1,DA19,0.024,0.005,Sche19,,,,,,,,,,,1.0,0.58,6.157066865136601e-05,0.06,EPIC/XMM-Newton,,,20.582,0.155,17.981,0.029,GALEX,15.508,0.01,SDSS9,11.015,0.064,TYC2,10.64,0.042,APASS9,9.3872,0.0029,EDR3,10.338,0.001,SDSS9,9.402,0.025,TYC2,9.42,0.99,UCAC4,8.224,UCAC3,8.608,0.001,SDSS9,8.4034,0.0028,EDR3,7.82,0.001,SDSS9,7.42,0.0038,EDR3,7.64,US-B1,6.196,0.023,5.562,0.051,5.322,0.023,AAA,2M,5.217,0.225,5.018,0.075,5.145,0.014,5.064,0.03,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+UVES+SOPHIE,No,,0.0,CAFOS,CAFE FEROS,,(FastCam) [WD15],Alpha,GTO,,2683023811628007296,22021026+0124006,292987389,3870.0,3894.0,4.9,5.04,True,../data/CARMENES_GTO_RVsJ22021+014.dat,,True,False,He3-burning,He3-burning
J21466-001,Wolf 940,A,1263A,326.671848118817,-0.175517337514474,21:46:40.42,-00:10:23.8,56.3775044138331,-38.136114767869,EDR3,M4.0 V,4.0,PMSU,3408.0,29.0,4.82,0.09,-0.14,0.08,Marf21,0.0095658,5.372e-05,Karmn,0.28055,0.00484,Karmn,0.272,0.0103,Karmn,769.365885600274,0.049437266,-505.681987538891,0.03401533,EDR3,80.7378828785004,0.05178652,EDR3,12.3857595,0.00794442,EDR3,-28.5476014877105,0.0240322884111085,Lafa20,1.1787423,EDR3,-32.435,0.02616,-45.46009,0.02149,-24.86845,0.02541,Karmn,0.2317997785534053,0.0108938618067379,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.081,0.01,Sche19,,,,,,,,,,,,,,,,,,,,22.697,0.167,GALEX,16.184,0.007,SDSS9,,,,,,,12.9129,0.0032,EDR3,13.762,0.002,SDSS9,,,,,,,12.389,UCAC4,12.154,0.001,SDSS9,11.3102,0.0028,EDR3,10.991,0.002,SDSS9,10.0832,0.0038,EDR3,9.9,US-B1,8.364,0.024,7.825,0.031,7.489,0.026,AAA,2M,7.307,0.035,7.169,0.02,7.074,0.018,6.92,0.093,AAAA,AllWISE,Wide,BNG2,27.9,,Burn09,Wolf 940B,T8.5,,,,,,CARMENES,No,,0.0,,,TCP,(FastCam),Alpha,GTO,,2681122098893985408,21464040-0010233,24350161,3379.0,3437.0,4.73,4.91,True,../data/CARMENES_GTO_RVsJ21466-001.dat,,True,False,He3-burning,He3-burning
J21221+229,TYC 2187-512-1,-,,320.526699333369,22.9319513979401,21:22:06.28,+22:55:53.1,72.5458521113156,-18.8565019627153,EDR3,M1.0 V,1.0,Lep13,3761.0,17.0,5.0,0.1,-0.18,0.08,Marf21,0.0420779,0.0002355,Karmn,0.48314,0.00457,Karmn,0.4858,0.0122,Karmn,108.770331749212,0.019380916,117.794298931224,0.015093494,EDR3,64.5802065557738,0.020887453,EDR3,15.48462065,0.00500826,EDR3,5.35321033740976,0.0230287075046859,Lafa20,1.1227998,EDR3,-9.72299,0.00713,8.30985,0.02083,-1.89168,0.00796,Karmn,0.0093030428796726,0.0002751599060287,Wol17,,,,,D,Karmn,<,2.0,,Rein18,41.0,1.7,DA19,-0.032,0.006,Sche19,,,,,,,,,,,,,,,,,,,,18.235,0.039,GALEX,,,,12.881,0.23,TYC2,12.021,0.02,UCAC4,10.8307,0.0032,EDR3,11.336,0.03,UCAC4,10.736,0.05,TYC2,10.555,0.01,UCAC4,10.026,UCAC3,9.98,0.03,UCAC4,9.7752,0.0028,EDR3,9.103,0.02,UCAC4,8.7556,0.0038,EDR3,8.84,US-B1,7.4,0.018,6.8,0.046,6.595,0.023,AAA,2M,6.489,0.078,6.314,0.024,6.358,0.016,6.242,0.054,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,,Alpha,GTO,,1791995119082190848,21220626+2255531,283031851,3744.0,3778.0,4.9,5.1,True,../data/CARMENES_GTO_RVsJ21221+229.dat,,True,False,He3-burning,He3-burning
J21164+025,LSPM J2116+0234,-,,319.114785728436,2.58076550351567,21:16:27.28,+02:34:51.4,53.9463064832606,-30.3485673051535,EDR3,M3.0 V,3.0,Lep13,3550.0,23.0,4.88,0.11,-0.08,0.09,Marf21,0.0235685,0.0001455,Karmn,0.40585,0.00541,Karmn,0.4042,0.0117,Karmn,247.356265175983,0.021100782,-39.7630309155494,0.01479144,EDR3,56.6906539472873,0.021731513,EDR3,17.6395919,0.00676187,EDR3,-22.3103251698101,0.0250120242438856,Lafa20,1.0906719,EDR3,-24.04614,0.01393,-18.2134,0.0175,-5.16584,0.01394,Karmn,0.0220185445400589,0.0009201966269813,Wol17,IC,Karmn,,,YD,Karmn,<,2.0,,Rein18,,,,0.102,0.006,Sche19,,,,,,,,,,,,,,,,,,,,21.141,0.274,GALEX,15.834,0.008,SDSS9,,,,13.441,0.01,UCAC4,12.1973,0.0029,EDR3,12.656,0.01,UCAC4,,,,11.967,0.01,UCAC4,11.274,UCAC3,11.377,0.01,UCAC4,10.8612,0.0028,EDR3,10.275,0.01,UCAC4,9.7169,0.0038,EDR3,9.52,US-B1,8.219,0.032,7.601,0.04,7.324,0.027,AAA,2M,7.137,0.042,7.078,0.02,6.996,0.017,6.873,0.084,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,Yes,Lal19,1.0,,CAFE FEROS,,,Alpha,GTO,,2692455319291894400,21162729+0234514,387518186,3527.0,3573.0,4.77,4.99,True,../data/CARMENES_GTO_RVsJ21164+025.dat,,True,False,He3-burning,He3-burning
J21152+257,LP 397-041,-,4184,318.803149393048,25.7947854946181,21:15:12.60,+25:47:45.5,73.6901889201718,-15.7796589451342,EDR3,M3.0 V,3.0,PMSU,3611.0,25.0,4.67,0.16,0.05,0.05,Marf21,0.0454212,0.0003149,Karmn,0.54454,0.00777,Karmn,0.5506,0.0145,Karmn,134.820110157775,0.021538675,-268.447519128631,0.017384378,EDR3,37.3888287850819,0.019319769,EDR3,26.74595681,0.01382032,EDR3,-16.2835395858191,0.025039139404106,Lafa20,1.0613723,EDR3,6.48368,0.01507,-28.24218,0.0241,-29.59964,0.01478,Karmn,0.033181157079604,0.0008382421485223,Wol17,,,,,D,Karmn,<,2.0,,Rein18,34.8,0.2,DA19,0.096,0.013,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,14.37,0.467,TYC2,13.569,0.03,UCAC4,12.379,0.0033,EDR3,12.8,0.01,UCAC4,12.081,0.162,TYC2,12.084,0.01,UCAC4,11.766,UCAC4,11.552,0.03,UCAC4,11.0744,0.0028,EDR3,10.279,0.0,UCAC4,9.9423,0.004,EDR3,10.17,US-B1,8.403,0.029,7.762,0.038,7.521,0.021,AAA,2M,7.386,0.033,7.389,0.02,7.288,0.017,7.181,0.103,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,FastCam,Alpha,GTO,,1841590549559106176,21151258+2547453,297763950,3586.0,3636.0,4.51,4.83,True,../data/CARMENES_GTO_RVsJ21152+257.dat,,True,False,He3-burning,He3-burning
J21019-063,Wolf 906,-,816,315.493308584986,-6.32070821259997,21:01:58.64,-06:19:07.5,42.8543911652619,-31.818190149454,EDR3,M2.5 V,2.5,AF15a,3568.0,20.0,4.95,0.1,-0.04,0.06,Marf21,0.0297459,0.0001411,Karmn,0.45135,0.00517,Karmn,0.4522,0.0121,Karmn,-230.248850424266,0.027941788,-442.33094560278,0.018648688,EDR3,69.0219175352565,0.028421026,EDR3,14.48815153,0.00596576,EDR3,-15.2286647894701,0.0250480495915424,Lafa20,0.97037166,EDR3,13.66619,0.01706,-34.03793,0.01774,7.71728,0.01502,Karmn,0.0841349417305916,0.0007561005541871,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.04,0.013,Sche19,,,,J210159.7-061846,0.0197,0.00827,-0.77,0.32,1.0,3.8,0.83,0.35,0.0001723978703888,0.16,1RXS*,,,,,20.366,0.133,GALEX,15.324,0.007,SDSS9,13.318,0.351,TYC2,12.748,0.01,UCAC4,11.47,0.003,EDR3,11.959,0.02,UCAC4,11.429,0.101,TYC2,11.276,0.01,UCAC4,10.888,UCAC4,10.659,0.03,UCAC4,10.1835,0.0028,EDR3,9.39,0.06,UCAC4,9.0555,0.0039,EDR3,9.56,US-B1,7.563,0.017,6.952,0.026,6.692,0.018,AAA,2M,6.507,0.059,6.412,0.02,6.404,0.016,6.281,0.073,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,CAFOS,CAFE FEROS,,(FastCam) [WD15],Alpha,GTO,,6910371005081903488,21015865-0619070,35400809,3548.0,3588.0,4.8500000000000005,5.05,True,../data/CARMENES_GTO_RVsJ21019-063.dat,,True,False,He3-burning,He3-burning
J20567-104,Wolf 896,-,811.1,314.193986274749,-10.4535384814901,20:56:46.60,-10:26:54.7,37.8117824516465,-32.5390832628607,EDR3,M2.5 V,2.5,PMSU,3560.0,27.0,4.91,0.09,-0.04,0.06,Marf21,0.0305677,0.0001746,Karmn,0.4596,0.00709,Karmn,0.4609,0.0132,Karmn,-37.0795436091874,0.02688571,-1124.4550378035,0.016732601,EDR3,61.9762688762738,0.027395306,EDR3,16.13520817,0.00713223,EDR3,34.9840780820343,0.0250957556214212,Lafa20,1.005311,EDR3,56.88948,0.02189,-55.5699,0.03501,-48.00889,0.01944,Karmn,0.4688164597293286,0.004231640267242,Wol17,,,,,TD,Karmn,<,2.0,,Rein18,9.63,0.01,DA19,0.04,0.012,Sche19,,,,,,,,,,,,,,,,,,,,20.825,0.219,GALEX,,,,13.858,0.476,TYC2,,,,11.7189,0.003,EDR3,12.331,0.001,PS1,11.663,0.139,TYC2,,,,11.175,UCAC4,10.894,0.038,CMC15,10.4189,0.0028,EDR3,9.6,0.001,PS1,9.2859,0.0038,EDR3,9.77,US-B1,7.766,0.024,7.142,0.038,6.884,0.016,AAA,2M,6.766,0.07,6.663,0.022,6.619,0.018,6.409,0.096,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,(FastCam),Alpha,GTO,,6890353330746858368,20564659-1026534,24086676,3533.0,3587.0,4.82,5.0,True,../data/CARMENES_GTO_RVsJ20567-104.dat,,True,False,He3-burning,He3-burning
J20525-169,LP 816-060,-,,313.136132759648,-16.9745584682063,20:52:33.02,-16:58:29.0,30.1629300500682,-34.2139846933262,EDR3,M4.0 V,4.0,Gra06,3382.0,40.0,5.01,0.12,-0.04,0.09,Marf21,0.0063302,4.009e-05,Karmn,0.23175,0.00553,Karmn,0.2205,0.0104,Karmn,-309.115018746854,0.04104025,37.0509062452324,0.025808834,EDR3,177.931221421912,0.03653056,EDR3,5.62014913,0.00115386,EDR3,16.308,0.0008,Sou18,1.0382286,EDR3,16.62378,0.00142,7.20768,0.00074,-2.53923,0.00163,Karmn,0.0125927522062609,0.0003983016073255,Wol17,UMa,Karmn,,,D,Karmn,<,2.0,,Rein18,67.6,0.6,DA19,0.015,0.01,Sche19,,,,,,,,,,,,,,,,,,,,,,,15.384,0.007,SDSS9,,,,13.14,0.016,APASS9,11.7366,0.0034,EDR3,12.217,0.017,APASS9,11.369,0.005,TYC2,11.514,0.021,APASS9,10.734,UCAC3,10.888,0.022,APASS9,10.0817,0.0028,EDR3,9.391,0.001,SDSS9,8.835,0.0039,EDR3,8.658,Koe10,7.09,0.023,6.517,0.044,6.199,0.021,AAA,2M,6.079,0.098,5.766,0.044,5.767,0.016,5.62,0.041,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,CAFE FEROS,,[WD15],Alpha,GTO,,6882963066420161664,20523304-1658289,262016943,3342.0,3422.0,4.89,5.13,True,../data/CARMENES_GTO_RVsJ20525-169.dat,,True,False,He3-burning,He3-burning
