Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc,InstBand_nominal,InstBand_ranged
J18482+076,G 141-036,-,,282.074758744958,7.69032389481054,18:48:17.54,+07:41:21.2,39.4323837432097,4.19197176319643,EDR3,M5.0 V,5.0,AF15a,3175.0,39.0,5.1,0.16,-0.12,0.13,Marf21,0.002205,1.07e-05,Karmn,0.1552,0.00383,Karmn,0.14,0.009,Karmn,376.042303290939,0.043052584,248.719196941654,0.037556667,EDR3,131.279008754053,0.039764576,EDR3,7.61736404,0.00230731,EDR3,-34.4550572961759,0.020058714388722,Lafa20,1.1973784,EDR3,-35.06994,0.01559,-10.52611,0.01298,-10.55928,0.0044,Karmn,0.0309490507922019,0.0006478276403248,Wol17,HS,Karmn,,,YD,Karmn,=,2.4,1.5,Rein18,2.76,0.01,DA19,-3.373,0.02,Sche19,-3.9957,0.0026,Sche19,J184817.9+074115,0.0644,0.0179,-0.77,0.14,0.08,0.94,2.72,0.76,0.0018655912147214,1.0,1RXS*,,,,,,,,,,,,,,16.012,0.07,UCAC4,14.4584,0.0045,EDR3,14.972,0.01,UCAC4,,,,14.248,0.02,UCAC4,14.106,UCAC3,13.574,0.01,UCAC4,12.2969,0.0029,EDR3,11.448,0.02,UCAC4,10.9455,0.0039,EDR3,10.75,US-B1,8.853,0.024,8.261,0.027,7.913,0.021,AAA,2M,7.696,0.027,7.514,0.02,7.339,0.019,7.047,0.101,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,CAFOS,FEROS,,FastCam [LuckyCam],Alpha,GTO,,4286249341336984576,18481752+0741210,92923185,3136.0,3214.0,4.94,5.26,True,../data/CARMENES_GTO_RVsJ18482+076.dat,,True,False,none,none
J18480-145,G 155-042,-,4077,282.004201594308,-14.5819428891453,18:48:01.27,-14:34:51.2,19.5251752187365,-5.85110553854034,EDR3,M2.5 V,2.5,PMSU,3540.0,29.0,4.92,0.11,-0.13,0.06,Marf21,0.0189803,9.153e-05,Karmn,0.36627,0.00607,Karmn,0.3625,0.0117,Karmn,-236.445322642136,0.024496851,-237.255064818835,0.020679088,EDR3,58.5990990912377,0.020986805,EDR3,17.06510877,0.00611173,EDR3,-4.78019405543924,0.025023946060085,Lafa20,0.91201395,EDR3,4.93434,0.02359,-25.53817,0.01067,8.97482,0.00753,Karmn,0.0468750239202616,0.0011302080717907,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.028,0.008,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.581,0.026,APASS9,12.3222,0.0032,EDR3,12.803,0.024,APASS9,,,,12.043,0.019,APASS9,11.852,UCAC3,11.482,0.041,APASS9,11.0192,0.0028,EDR3,10.293,0.048,APASS9,9.8929,0.0038,EDR3,9.91,US-B1,8.375,0.018,7.831,0.033,7.558,0.027,AAA,2M,7.401,0.029,7.288,0.019,7.213,0.017,7.304,0.126,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,,,FastCam,Gamma,GTO,,4101968375059565568,18480129-1434507,427835460,3511.0,3569.0,4.81,5.03,True,../data/CARMENES_GTO_RVsJ18480-145.dat,,True,False,He3-burning,He3-burning
J18409-133,BD-13 5069,-,724,280.238351564575,-13.3825930049548,18:40:57.31,-13:22:46.6,19.8249398145533,-3.78101735507461,EDR3,M1.0 V,1.0,PMSU,3799.0,12.0,4.88,0.08,-0.02,0.05,Marf21,0.0511846,0.0003421,Karmn,0.52226,0.00373,Karmn,0.5271,0.0123,Karmn,-94.2869657892388,0.031945184,-671.266136052592,0.02698249,EDR3,58.8411668605985,0.02975004,EDR3,16.99490431,0.00859261,EDR3,-32.954,0.0011,Sou18,0.9137389,EDR3,-14.52208,0.00765,-60.12374,0.02335,-15.57352,0.01309,Karmn,0.178574798687447,0.0009978363822045,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.046,0.01,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,12.167,0.169,TYC2,12.072,0.01,UCAC4,10.8615,0.0031,EDR3,11.336,0.02,UCAC4,10.887,0.084,TYC2,10.625,0.02,UCAC4,10.259,UCAC3,10.039,0.01,UCAC4,9.7722,0.0028,EDR3,9.032,0.01,UCAC4,8.737,0.0038,EDR3,9.59,US-B1,7.397,0.018,6.728,0.053,6.546,0.021,AAA,2M,6.443,0.079,6.37,0.025,6.337,0.016,6.273,0.075,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,,,(FastCam),Alpha,GTO,,4105386688016878336,18405732-1322455,424934357,3787.0,3811.0,4.8,4.96,True,../data/CARMENES_GTO_RVsJ18409-133.dat,,True,False,He3-burning,He3-burning
J18221+063,Ross 136,-,712,275.522494106016,6.34426682021425,18:22:06.68,+06:20:37.6,35.2829612766664,9.40122135363587,EDR3,M4.0 V,4.0,PMSU,3397.0,28.0,4.89,0.09,-0.35,0.11,Marf21,0.0103161,6.719e-05,Karmn,0.29324,0.00493,Karmn,0.2854,0.0105,Karmn,-1190.38675550917,0.027163366,111.103333231775,0.024946056,EDR3,67.5409230305319,0.025735453,EDR3,14.80583852,0.00564154,EDR3,-43.9653891873425,0.0240067081770968,Lafa20,1.1909015,EDR3,-28.3082,0.01993,-57.19916,0.01995,70.00815,0.02846,Karmn,0.4430967792532482,0.0130705207875147,Wol17,,,,,TD,Karmn,<,2.0,,Rein18,,,,0.141,0.019,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.101,0.01,UCAC4,12.7996,0.0031,EDR3,13.164,0.001,PS1,,,,12.624,0.01,UCAC4,12.366,UCAC3,12.547,0.015,PS1,11.3828,0.0028,EDR3,10.557,0.08,PS1,10.2067,0.0038,EDR3,9.9,US-B1,8.671,0.021,8.132,0.047,7.935,0.027,AAA,2M,7.729,0.026,7.548,0.02,7.455,0.019,7.336,0.116,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,CAFE FEROS,,(FastCam),Alpha,GTO,,4477025122831072768,18220671+0620376,318639201,3369.0,3425.0,4.8,4.98,True,../data/CARMENES_GTO_RVsJ18221+063.dat,,True,False,He3-burning,He3-burning
J18198-019,HD 168442,-,710,274.961836296911,-1.93861275980483,18:19:50.84,-01:56:19.0,27.5808246430677,6.13044513408399,EDR3,K7 V,-1.0,Gra06,4155.0,14.0,5.01,0.06,-0.14,0.04,Marf21,0.0923603,0.0005094,Karmn,0.58648,0.00427,Karmn,0.5948,0.0133,Karmn,-0.414063740422651,0.019432956,-0.1084750766773,0.016565036,EDR3,52.3962922052906,0.0171099,EDR3,19.08531993,0.00623227,EDR3,-14.468,0.0028,Sou18,0.91285527,EDR3,-12.74116,0.00257,-6.68486,0.0019,-1.51656,0.00172,Karmn,1.0974212548255924e-07,5.51972238305754e-08,Wol17,Cas,Karmn,,,YD,Karmn,=,6.42,0.78,LS10,,,,-0.595,,Giz02,,,,J181950.1-015632,0.0405,0.0137,-0.16,0.39,0.12,1.12,,,,,1RXS*,,,,,,,,,,,11.562,0.078,TYC2,10.994,0.01,UCAC4,9.8765,0.003,EDR3,10.633,0.01,UCAC4,9.827,0.03,TYC2,9.919,0.01,UCAC4,,,9.496,0.03,UCAC4,9.0631,0.0028,EDR3,8.472,0.01,UCAC4,8.1827,0.0038,EDR3,,,7.084,0.029,6.455,0.042,6.28,0.023,AAA,2M,6.203,0.09,6.164,0.025,6.195,0.016,6.125,0.051,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,?,,0.0,,,,,Beta+,GTO,,4270814637616488064,18195084-0156190,167913198,4141.0,4169.0,4.95,5.069999999999999,True,../data/CARMENES_GTO_RVsJ18198-019.dat,,True,False,He3-burning,He3-burning
J18165+048,G 140-51,-,,274.130722921102,4.88119323582127,18:16:31.54,+04:52:45.8,33.326434031091,9.98391118040208,EDR3,M5.0 V,5.0,New14,3240.0,36.0,4.97,0.13,-0.18,0.14,Marf21,0.0036775,1.847e-05,Karmn,0.1925,0.0043,Karmn,0.17904,0.00944,Karmn,-155.423043868619,0.03052573,407.110731774801,0.027685348,EDR3,68.2477154440925,0.029636327,EDR3,14.65250512,0.0063628,EDR3,-53.5207516083968,0.0200179551481097,Lafa20,1.2807708,EDR3,-58.49102,0.01787,-14.03927,0.01412,12.74173,0.00793,Karmn,0.0521794917766827,0.0008299427826212,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.047,0.017,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.45,0.084,APASS9,14.934,0.0047,EDR3,15.442,0.057,APASS9,,,,14.631,0.0,APASS9,14.366,UCAC4,13.949,0.033,APASS9,13.0137,0.0029,EDR3,12.348,0.052,APASS9,11.7101,0.0041,EDR3,12.26,US-B1,9.798,0.027,9.148,0.024,8.832,0.023,AAA,2M,8.608,0.022,8.45,0.02,8.266,0.021,7.895,0.196,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,FastCam,Beta,GTO,,4470812298018311296,18163154+0452456,19667455,3204.0,3276.0,4.84,5.1,True,../data/CARMENES_GTO_RVsJ18165+048.dat,,True,False,none,none
J18075-159,GJ 1224,-,1224,271.88396508794,-15.9646168260181,18:07:32.84,-15:57:47.1,13.7552070123043,2.14873694798353,EDR3,M4.5 V,4.5,PMSU,3220.0,22.0,5.23,0.11,-0.37,0.13,Marf21,0.0029083,1.746e-05,Karmn,0.17329,0.00242,Karmn,0.15881,0.00854,Karmn,-618.406202304898,0.033321004,-347.006672715401,0.026892308,EDR3,125.450854765309,0.030566534,EDR3,7.971249,0.00194222,EDR3,-33.2002841582551,0.0241145774312787,Lafa20,0.9193124,EDR3,-27.31334,0.02342,-30.16701,0.00698,12.81378,0.00542,Karmn,0.0938539631391332,0.0007008792919323,Wol17,,,,,D,Karmn,=,2.2,1.5,Rein18,3.866,0.008,DA19,-3.74,0.04,Sche19,-3.9,0.004,Sche19,J180733.5-155747,0.211,0.0291,-0.45,0.12,-0.13,0.26,12.5,1.72,0.0070252130944876,2.0,1RXS*,Flare?,Ger99,,,,,,,,,,,,15.288,0.02,UCAC4,13.7799,0.004,EDR3,14.301,0.01,UCAC4,,,,13.548,0.01,UCAC4,13.379,UCAC3,12.864,0.01,UCAC4,11.863,0.0028,EDR3,10.913,0.01,UCAC4,10.5603,0.0039,EDR3,,,8.639,0.024,8.085,0.044,7.827,0.027,AAA,2M,7.482,0.027,7.323,0.019,7.127,0.019,6.41,0.068,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,FastCam,Alpha,GTO,,4145870293808914688,18073292-1557464,363838130,3198.0,3242.0,5.12,5.340000000000001,True,../data/CARMENES_GTO_RVsJ18075-159.dat,,True,False,none,none
J18051-030,HD 165222,-,701,271.2841138366,-3.03279800184145,18:05:07.58,-03:01:52.7,24.876471671688,8.87080689247235,EDR3,M1.0 V,1.0,PMSU,3706.0,13.0,5.14,0.1,-0.2,0.07,Marf21,0.033045,0.0001992,Karmn,0.44096,0.00337,Karmn,0.4413,0.0113,Karmn,569.735050000999,0.023447536,-332.725705841761,0.01941244,EDR3,129.218449527746,0.025568604,EDR3,7.73883299,0.00153129,EDR3,32.688,0.0006,Sou18,1.0240192,EDR3,33.07984,0.00126,14.30373,0.00283,-18.85427,0.00387,Karmn,0.0778062178709421,0.0009102290858452,Wol17,,,,,D,Karmn,<,2.0,,Rein18,127.8000030517578,3.2,SM15,0.0,,Sche19,,,,J180507.9-030152,0.0308,0.0126,-0.11,0.39,-1.0,0.84,2.38,0.97,0.0001354554682805,0.11,1RXS,,,,,,,,,,,11.125,0.065,TYC2,10.867,0.03,UCAC4,9.6025,0.0029,EDR3,10.225,0.01,UCAC4,9.526,0.028,TYC2,9.379,0.02,UCAC4,8.427,UCAC3,8.818,0.01,UCAC4,8.5194,0.0028,EDR3,7.931,0.01,UCAC4,7.4829,0.0038,EDR3,7.78,US-B1,6.161,0.019,5.571,0.04,5.306,0.021,AAA,2M,5.236,0.164,4.933,0.083,5.074,0.016,4.917,0.03,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,,,(FastCam) [WD15],Alpha,GTO,,4177731838628465408,18050755-0301523,41378014,3693.0,3719.0,5.04,5.239999999999999,True,../data/CARMENES_GTO_RVsJ18051-030.dat,,True,False,none,He3-burning
J18027+375,GJ 1223,-,1223,270.693724379295,37.5124178376364,18:02:46.26,+37:31:03.0,63.9214800051786,25.2416954981759,EDR3,M5.0 V,5.0,PMSU,3210.0,39.0,5.02,0.18,-0.04,0.17,Marf21,0.0024535,1.002e-05,Karmn,0.16015,0.00391,Karmn,0.14495,0.00906,Karmn,171.189994530786,0.019471487,-1141.74951391982,0.021917412,EDR3,81.7387926023912,0.019290745,EDR3,12.23409312,0.0028873,EDR3,3.66788982758162,0.0200151692538855,Lafa20,1.1840152,EDR3,61.41259,0.01641,-13.22228,0.01706,-23.45779,0.00965,Karmn,0.3660872531021503,0.0173462555905726,Wol17,,,,,D,Karmn,<,2.0,,Rein18,123.8,,New16a,0.015,0.024,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.472,0.149,APASS9,15.166,0.0036,EDR3,15.52,0.009,PS1,,,,14.983,0.023,APASS9,14.691,UCAC3,14.271,0.013,PS1,13.0794,0.0028,EDR3,12.395,0.002,PS1,11.7465,0.0039,EDR3,11.43,US-B1,9.72,0.021,9.189,0.022,8.887,0.018,AAA,2M,8.692,0.024,8.466,0.021,8.273,0.02,8.172,0.19,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,TCP,FastCam,Beta,GTO,,4609689240889873280,18024624+3731048,75627178,3171.0,3249.0,4.84,5.199999999999999,True,../data/CARMENES_GTO_RVsJ18027+375.dat,,True,False,none,none
J17578+046,Barnard's Star,-,699,269.448502525438,4.73942005111241,17:57:48.50,+04:41:36.3,31.0494179579397,14.0866036680238,EDR3,M3.5 V,3.5,AF15a,3254.0,32.0,5.13,0.12,-0.57,0.1,Marf21,0.0035187,3.014e-05,Karmn,0.18664,0.00376,Karmn,0.1729,0.00914,Karmn,-801.550978368471,0.031820867,10362.3942065466,0.036070455,EDR3,546.975939730948,0.040116355,EDR3,1.82823398,0.00013409,EDR3,-110.56734829521,0.0200005411172263,Lafa20,1.0848505,EDR3,-141.33107,0.01702,4.91031,0.01104,18.44519,0.00567,Karmn,4.497333980711761,0.0124307674665718,Wol17,,,,,TD,Karmn,<,2.0,,Rein18,148.60000610351562,0.1,SM15,0.0,,Sche19,,,,J175749.5+043955,0.0298,0.0111,-0.74,0.29,-1.0,0.61,1.31,0.49,3.078533432568301e-05,0.03,1RXS*,Flare?,Agr86,,,,,,,,,11.683,0.085,TYC2,9.49,0.0,UCAC4,9.7918,0.003,EDR3,10.572,0.07,UCAC4,9.776,0.028,TYC2,9.54,0.0,UCAC4,9.119,UCAC3,9.288,0.0,UCAC4,8.194,0.0028,EDR3,7.756,0.04,UCAC4,6.9581,0.0038,EDR3,7.9,US-B1,5.244,0.02,4.834,0.034,4.524,0.02,AAA,2M,4.358,0.258,3.658,0.232,4.376,0.028,3.969,0.028,BBAA,AllWISE,Single,,,,,,,,,,,,CARMENES,Yes,Rib18,1.0,CAFOS,CAFE FEROS,,FastCam [WD15],Alpha,GTO,,4472832130942575872,17574849+0441405,325554331,3222.0,3286.0,5.01,5.25,True,../data/CARMENES_GTO_RVsJ17578+046.dat,,True,False,none,none
J17542+073,GJ 1222,-,1222,268.568665787901,7.37783232728147,17:54:17.12,+07:22:44.8,33.0905201002423,16.0468244544492,EDR3,M4.0 V,4.0,PMSU,3312.0,30.0,4.86,0.08,-0.12,0.09,Marf21,0.0101539,7.469e-05,Karmn,0.30605,0.00566,Karmn,0.299,0.011,Karmn,-598.963112438086,0.024148235,-288.033866498189,0.020096816,EDR3,62.1626324344913,0.02329331,EDR3,16.08683482,0.00602799,EDR3,-28.6139195575792,0.0240713539931016,Lafa20,1.0056809,EDR3,-8.52079,0.02001,-53.13526,0.01637,22.17213,0.01665,Karmn,0.150370406084753,0.0041357929889787,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.09,0.04,Sche19,,,,,,,,,,,,,,,,,,,,,,,16.479,0.008,SDSS9,,,,14.82,0.1,UCAC4,13.4673,0.0046,EDR3,13.924,0.01,UCAC4,,,,13.204,0.1,UCAC4,12.845,UCAC4,12.761,0.01,UCAC4,11.8229,0.0029,EDR3,11.075,0.01,UCAC4,10.5797,0.0041,EDR3,10.49,US-B1,8.772,0.018,8.246,0.057,7.974,0.029,AAA,2M,7.849,0.028,7.681,0.022,7.551,0.019,7.388,0.119,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,FEROS,,FastCam,Alpha,GTO,,4475881317196185728,17541710+0722446,277491425,3282.0,3342.0,4.78,4.94,True,../data/CARMENES_GTO_RVsJ17542+073.dat,,True,False,He3-burning,He3-burning
J17303+055,BD+05 3409,-,678.1 A,262.594834046019,5.54741009931373,17:30:22.73,+05:32:54.7,28.5737799700332,20.5417281341508,EDR3,M0.0 V,0.0,PMSU,3821.0,9.0,4.93,0.1,-0.23,0.06,Marf21,0.05183,0.0003542,Karmn,0.5195,0.00302,Karmn,0.5242,0.0121,Karmn,29.738576040379,0.014671225,-249.317791752493,0.011988331,EDR3,98.8439006032541,0.015594923,EDR3,10.11696214,0.00159619,EDR3,-12.461,0.0008,Sou18,0.919199,EDR3,-3.39669,0.0013,-13.25408,0.0015,-10.63363,0.00108,Karmn,0.0147039400973984,4.674278720843249e-05,Wol17,,Karmn,,,YD,Karmn,<,2.0,,Rein18,,,,-0.022,0.013,Sche19,,,,,,,,,,,,,,,,,,21.391,0.383,18.547,0.032,GALEX,,,,11.217,0.057,TYC2,10.753,0.01,UCAC4,9.5288,0.0029,EDR3,10.143,0.01,UCAC4,9.567,0.023,TYC2,9.433,0.01,UCAC4,9.053,UCAC4,8.74,0.0,CMC15,8.533,0.0028,EDR3,8.047,0.017,PS1,7.5444,0.0038,EDR3,7.74,US-B1,6.24,0.02,5.654,0.042,5.422,0.029,AAA,2M,5.388,0.148,5.126,0.055,5.234,0.015,5.115,0.038,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,CAFEbis,,(FastCam) [WD15],Alpha,GTO,,4389844948935164544,17302272+0532547,348277669,3812.0,3830.0,4.83,5.029999999999999,True,../data/CARMENES_GTO_RVsJ17303+055.dat,,True,False,He3-burning,He3-burning
J17166+080,GJ 2128,-,2128,259.169502815926,8.05809130171415,17:16:40.98,+08:03:30.2,29.3571219461706,24.7067427351937,EDR3,M2.0 V,2.0,PMSU,3567.0,19.0,4.89,0.11,-0.25,0.09,Marf21,0.023082,0.0001037,Karmn,0.39782,0.00433,Karmn,0.3957,0.0112,Karmn,-278.695797562363,0.03283715,-67.3627207280353,0.024074191,EDR3,66.134313686376,0.0312251,EDR3,15.12074359,0.00713921,EDR3,-30.9249468462354,0.0230545928306826,Lafa20,1.0654539,EDR3,-23.78696,0.01837,-28.47645,0.01183,1.41774,0.01253,Karmn,0.0286373937488292,0.0001156215622552,Wol17,,,,,YD,Karmn,<,2.0,,Rein18,,,,-0.006,0.008,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,13.332,0.371,TYC2,13.018,0.01,UCAC4,11.7137,0.0029,EDR3,12.223,0.01,UCAC4,11.694,0.147,TYC2,11.49,0.01,UCAC4,11.1,UCAC4,10.893,0.01,UCAC4,10.4785,0.0028,EDR3,9.778,0.02,UCAC4,9.3745,0.0038,EDR3,9.89,US-B1,7.933,0.019,7.389,0.027,7.106,0.02,AAA,2M,6.963,0.055,6.834,0.02,6.755,0.017,6.563,0.075,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE,,(FastCam) [WD15],Alpha,GTO,,4395113396338721024,17164097+0803302,459565648,3548.0,3586.0,4.779999999999999,5.0,True,../data/CARMENES_GTO_RVsJ17166+080.dat,,True,False,He3-burning,He3-burning
J17052-050,Wolf 636,B,654,256.303322237197,-5.09926700748126,17:05:13.78,-05:05:39.2,15.3595303826203,20.8417399963207,EDR3,M1.5 V,1.5,AF15a,3587.0,14.0,4.89,0.1,-0.39,0.07,Marf21,0.0337603,0.0001582,Karmn,0.47577,0.00388,Karmn,0.478,0.0118,Karmn,-917.206570880673,0.023004292,-1132.15257425017,0.016489012,EDR3,95.5597040061285,0.021423033,EDR3,10.46466197,0.00234602,EDR3,34.828,0.0008,Sou18,0.8968947,EDR3,47.17383,0.0054,-61.3681,0.01145,21.12224,0.01025,Karmn,0.5126921006404053,0.0015640164360773,Wol17,,,,,TD-D,Karmn,<,2.0,,Rein18,50.2,1.3,DA19,0.111,0.016,Sche19,,,,J170511.1-050441,0.0229,0.0107,-0.33,0.4,-0.22,1.04,1.5,0.7,0.0001539266693347,0.14,1RXS*,,,,,19.809,0.093,GALEX,,,,11.829,0.102,TYC2,11.456,0.01,UCAC4,10.2936,0.0029,EDR3,10.957,0.0,PS1,10.136,0.041,TYC2,10.193,0.01,UCAC4,9.966,UCAC4,9.24,0.001,PS1,9.1779,0.0028,EDR3,8.411,0.01,UCAC4,8.1203,0.0038,EDR3,8.28,US-B1,6.78,0.029,6.193,0.021,5.975,0.026,AAA,2M,5.937,0.11,5.665,0.044,5.696,0.018,5.579,0.042,BAAA,AllWISE,Wide,LDS585,184.70,0.10,Dor11,GJ 653,K5.0 V,,,,,,CARMENES+HARPS+UVES,No,,0.0,CAFOS,CAFE,,(FastCam) [WD15],Alpha,GTO,PB in Vri20,4364480521350598144,17051383-0505385,142494324,3573.0,3601.0,4.79,4.989999999999999,True,../data/CARMENES_GTO_RVsJ17052-050.dat,,True,False,He3-burning,He3-burning
J16570-043,LP 686-027,-,1207,254.276047687457,-4.35064932355873,16:57:05.74,-04:20:56.3,14.8994185001375,22.9536339509633,EDR3,M3.5 V,3.5,PMSU,3206.0,14.0,4.81,0.08,-0.6,0.03,Marf21,0.0065876,5.974e-05,Karmn,0.26308,0.00259,Karmn,0.25357,0.00923,Karmn,481.630189692674,0.02734764,-376.219589153911,0.020926613,EDR3,114.915843500911,0.02515796,EDR3,8.70202027,0.00190509,EDR3,-3.96278259662182,0.0473431340503313,Lafa20,0.91911286,EDR3,6.60815,0.04216,-0.99916,0.01183,-24.63001,0.01887,Karmn,0.0812339871904112,0.0106019787276829,Wol17,UMa,Karmn,,,YD,Karmn,=,10.1,1.5,Rein18,0.547,0.001,DA19,-4.533,0.015,Sche19,-3.6908,0.0014,Sche19,J165705.7-042047,0.374,0.043,-0.46,0.1,0.13,0.21,21.96,2.52,0.0066681032686057,1.59,1RXS,RV-loud,Tal18,20.675,0.359,19.28,0.07,GALEX,16.984,0.008,SDSS9,,,,13.878,0.03,APASS9,12.5191,0.0035,EDR3,13.436,0.002,SDSS9,,,,12.279,0.015,APASS9,12.055,UCAC4,11.679,0.001,SDSS9,10.9134,0.0028,EDR3,10.245,0.001,SDSS9,9.682,0.0039,EDR3,9.68,US-B1,7.971,0.023,7.442,0.08,7.12,0.021,AAA,2M,6.954,0.065,6.753,0.021,6.672,0.016,6.58,0.078,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,CAFE FEROS,,(FastCam),Alpha,GTO,,4365609170043180416,16570570-0420559,189843364,3192.0,3220.0,4.73,4.89,True,../data/CARMENES_GTO_RVsJ16570-043.dat,,True,False,none,none
J16555-083,vB 8,D,644C,253.893246271489,-8.39852302311483,16:55:35.26,-08:23:40.8,11.0026576818868,21.0875416591495,EDR3,M7.0 V,7.0,AF15a,3005.0,21.0,5.25,0.18,-0.04,0.09,Marf21,0.0005858,3.384e-06,Karmn,0.0893,0.00127,Karmn,0.07018,0.00786,Karmn,-813.037505755345,0.06271196,-870.609351533518,0.044425607,EDR3,153.965865199531,0.057011306,EDR3,6.49494613,0.00240498,EDR3,14.4092968639327,0.0282485452302091,Lafa20,1.0465386,EDR3,17.93922,0.02618,-33.3496,0.01089,10.89837,0.01357,Karmn,0.2143147018246614,0.0020608350401566,Wol17,,,,,D,Karmn,=,5.4,1.5,Rein18,,,,-4.54,0.06,Sche19,-4.404,0.006,Sche19,,0.0041,0.0006,,,,,1.14,0.17,0.001828648849312,0.45,HRI/ROSAT,Flare - RV-loud,HM14+Mond19 - Sad21,,,,,,19.201,0.035,SDSS9,,,,,,,17.0532,0.0061,EDR3,17.738,0.006,SDSS9,,,,,,,16.529,UCAC4,16.046,0.003,SDSS9,13.8133,0.0028,EDR3,13.221,0.002,SDSS9,12.3242,0.0038,EDR3,12.39,US-B1,9.776,0.029,9.201,0.024,8.816,0.023,AAA,2M,8.619,0.023,8.393,0.02,8.127,0.023,7.821,0.212,AAAB,AllWISE,Wide,SLE87+ WNO55,295.30\\230.80,0.10\\0.10,Dor11,J16554-083N\\J16554-083S,,,,,,,CARMENES+HARPS+UVES,No,,0.0,CAFOS,,,FastCam (Astralux),Alpha,GTO,res in Vri20,4339417394313320192,16553529-0823401,181609153,2984.0,3026.0,5.07,5.43,True,../data/CARMENES_GTO_RVsJ16555-083.dat,,True,False,none,none
