Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc,InstBand_nominal,InstBand_ranged
J10482-113,LP 731-058,-,3622,162.055183999012,-11.3428033197352,10:48:12.61,-11:20:09.6,261.00346576013,41.2859008987042,EDR3,M6.5 V,6.5,AF15a,3029.0,25.0,5.33,0.16,-0.08,0.17,Marf21,0.0006745,4.237e-06,Karmn,0.09431,0.00159,Karmn,0.07547,0.00794,Karmn,579.018668284531,0.06579582,-1530.07648358805,0.057569522,EDR3,219.330212630596,0.060230438,EDR3,4.55933539,0.00125204,EDR3,1.74006901898907,0.0320078343771036,Lafa20,1.1384968,EDR3,27.50429,0.00682,-18.1751,0.02443,-12.90178,0.02188,Karmn,0.2816656598957732,0.0019520118523333,Wol17,,,,,D,Karmn,=,2.1,1.5,Rein18,1.5,0.2,Mori10,-2.27,0.05,Sche19,-4.63,0.01,Sche19,,,,,,,,0.41,0.05,0.0002832250767137,0.06,ACIS/Chandra,Flare,HM14,,,22.102,0.446,GALEX,,,,,,,17.797,0.11,UCAC4,15.9407,0.0069,EDR3,16.525,0.08,UCAC4,,,,15.784,0.03,UCAC4,15.476,UCAC4,15.004,0.06,UCAC4,12.8374,0.003,EDR3,12.107,0.05,UCAC4,11.3599,0.0039,EDR3,11.04,US-B1,8.857,0.021,8.263,0.036,7.926,0.033,AAA,2M,7.662,0.027,7.5,0.02,7.282,0.017,7.005,0.104,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+UVES,No,,0.0,CAFOS,,TCP,,Alpha,GTO,,3757613049856225792,10481258-1120082,55099399,3004.0,3054.0,5.17,5.49,True,../data/CARM_VIS_RVs/J10482-113.dat,<ambiguous>,True,True,none,none
J10416+376,GJ 1134,-,1134,160.399641421825,37.6092843696546,10:41:37.88,+37:36:39.2,183.657763338863,60.8285674018213,EDR3,M4.5 V,4.5,PMSU,3298.0,27.0,4.87,0.08,-0.2,0.12,Marf21,0.0052401,3.043e-05,Karmn,0.22173,0.00369,Karmn,0.20993,0.00933,Karmn,-1457.06589985924,0.03241534,-358.658452404967,0.031063473,EDR3,99.4619093673279,0.033291128,EDR3,10.05410017,0.00336523,EDR3,-1.634,0.0395,Sou18,1.0481769,EDR3,-53.59193,0.02748,-34.0737,0.00831,-32.93078,0.03625,Karmn,0.5380323278106894,0.0129113478887399,Wol17,,,,,D,Karmn,<,2.0,,Rein18,54.3,4.4,DA19,0.077,0.016,Sche19,,,,,,,,,,,,,,,,,,,,,,,16.441,0.008,SDSS9,,,,14.777,0.182,APASS9,13.2705,0.0049,EDR3,13.603,0.002,PS1,,,,13.038,0.035,APASS9,12.632,UCAC4,12.389,0.001,PS1,11.5485,0.003,EDR3,10.907,0.015,PS1,10.2863,0.004,EDR3,9.81,US-B1,8.493,0.027,8.005,0.038,7.714,0.024,AAA,2M,7.44,0.032,7.294,0.02,7.197,0.017,7.016,0.089,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,FastCam (Astralux),Alpha,GTO,,751975660302006784,10413809+3736397,17299996,3271.0,3325.0,4.79,4.95,True,../data/CARM_VIS_RVs/J10416+376.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J10416+376/J10416+376_TESS_TIC17299996_S21.fits,True,True,none,He3-burning
J10396-069,GJ 399,-,399,159.91580182993,-6.92421781933564,10:39:40.56,-06:55:25.5,254.995486782792,43.3508311881187,EDR3,M2.5 V,2.5,PMSU,3592.0,19.0,4.89,0.11,-0.08,0.07,Marf21,0.0316244,0.0002178,Karmn,0.45919,0.00511,Karmn,0.4605,0.0122,Karmn,-717.93552070627,0.021025531,-104.818454727324,0.019432435,EDR3,64.1977288795501,0.022410598,EDR3,15.57687503,0.00543769,EDR3,3.25,0.001,Sou18,0.9970238,EDR3,-41.1504,0.01566,-20.60118,0.00509,-27.6251,0.00917,Karmn,0.1899381514428111,0.0013141326023824,Wol17,,,,,YD,Karmn,<,2.0,,Rein18,,,,0.018,0.011,Sche19,,,,,,,,,,,,,,,,,,,,20.666,0.223,GALEX,,,,12.63,0.275,TYC2,12.819,0.03,UCAC4,11.5392,0.0036,EDR3,12.047,0.03,UCAC4,11.742,0.178,TYC2,11.278,0.02,UCAC4,10.938,UCAC4,10.717,0.02,UCAC4,10.2703,0.0028,EDR3,9.544,0.02,UCAC4,9.1539,0.0039,EDR3,10.8,US-B1,7.664,0.029,7.054,0.053,6.818,0.024,AAA,2M,6.66,0.071,6.518,0.023,6.509,0.018,6.286,0.056,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,FEROS,,FastCam,Alpha,GTO,,3774789959807192064,10394061-0655255,54959262,3573.0,3611.0,4.779999999999999,5.0,True,../data/CARM_VIS_RVs/J10396-069.dat,<ambiguous>,True,True,He3-burning,He3-burning
J10360+051,RY Sex,-,398,159.002151471008,5.12078658312969,10:36:01.22,+05:07:12.8,241.146127114164,50.9703182385863,EDR3,M3.5 V,3.5,PMSU,3268.0,16.0,5.14,0.08,-0.62,0.07,Marf21,0.0136434,7.806e-05,Karmn,0.36438,0.00372,Karmn,0.3605,0.0106,Karmn,-654.120693395749,0.065442644,127.510717908754,0.056959637,EDR3,65.4708328897747,0.049385823,EDR3,15.27397707,0.01152143,EDR3,20.8133835431986,0.0254769699894565,Lafa20,1.1537838,EDR3,-50.11029,0.0313,-15.3838,0.01769,-3.72929,0.02685,Karmn,0.1487164371784416,0.0136185857257589,Wol17,,,,,D,Karmn,=,2.9,1.6,Rein18,,,,-5.078,0.028,Sche19,-3.6415,0.0024,Sche19,J103601.0+050637,0.205,0.0394,-0.25,0.18,-0.21,0.3,14.32,2.75,0.0068405009738492,2.62,1RXS,Flare?,Ger99,19.894,0.214,18.953,0.084,GALEX,16.053,0.007,SDSS9,,,,14.235,0.06,UCAC4,12.9132,0.0053,EDR3,13.402,0.03,UCAC4,,,,12.658,0.04,UCAC4,12.331,UCAC4,12.031,0.04,UCAC4,11.3671,0.003,EDR3,10.574,0.06,UCAC4,10.142,0.0043,EDR3,9.92,US-B1,8.463,0.024,7.875,0.027,7.598,0.023,AAA,2M,7.391,0.033,7.285,0.02,7.187,0.017,7.029,0.091,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,FEROS BIS+001d,,(FastCam),Alpha,GTO,,3858896247076028288,10360120+0507128,374267666,3252.0,3284.0,5.06,5.22,True,../data/CARM_VIS_RVs/J10360+051.dat,,True,False,none,none
J10354+694,LP 037-179,AB,3612,158.841508779159,69.446793871661,10:35:26.99,+69:26:58.7,138.591566708331,43.3096138346644,EDR3,M3.5 V+,3.5,PMSU,3300.0,50.0,5.5,0.25,0.0,,Karmn,0.0159738,0.0001652,Karmn,0.3867,0.0119,Karmn,0.384,0.0161,Karmn,-1653.63754432515,0.24705818,-641.529649289956,0.2932155,EDR3,78.5748421085065,0.28432244,EDR3,12.72671981,0.04605153,EDR3,,,,15.245745,EDR3,,,,,,,,0.9578576045744124,0.0481895675569123,Wol17,,,,,,,<,3.0,,Jeff18,118.0,10.0,DA19,0.07,0.008,Sche17,,,,,,,,,,,,,,,,,,22.395,0.451,22.507,0.404,GALEX,,,,,,,,,,12.1888,0.0029,EDR3,12.519,0.001,PS1,,,,,,,11.587,UCAC4,11.432,0.001,PS1,10.7196,0.0028,EDR3,9.718,0.024,PS1,9.5283,0.0038,EDR3,9.2,US-B1,7.898,0.019,7.389,0.016,7.161,0.02,AAA,2M,6.887,0.051,6.714,0.021,6.699,0.016,6.551,0.069,AAAA,AllWISE,SB2,,,,,,,,,,Baro18,,CARMENES,No,,0.0,,CAFE,TCP,,Delta+,GTO,,1073206263054159104,10352725+6926594,103803629,3250.0,3350.0,5.25,5.75,True,../data/CARM_VIS_RVs/J10354+694.dat,<ambiguous>,True,True,none,none
J10350-094,LP 670-017,-,,158.75568416721,-9.41153944861764,10:35:01.12,-09:24:38.6,256.053587133526,40.7263157087466,EDR3,M3.0 V,3.0,Scho05,3512.0,20.0,4.85,0.08,-0.09,0.08,Marf21,0.0197114,0.0001242,Karmn,0.37923,0.00448,Karmn,0.376,0.011,Karmn,228.17030778596,0.029852267,-185.194027492888,0.029275568,EDR3,61.219770937627,0.026004901,EDR3,16.33459232,0.0069386,EDR3,14.3242259988318,0.0250161774512012,Lafa20,0.99959224,EDR3,19.58498,0.00867,-15.48354,0.01895,9.98373,0.01719,Karmn,0.0291733508803815,0.0008079111609366,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.041,0.008,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.677,0.02,UCAC4,12.3734,0.0034,EDR3,12.869,0.02,UCAC4,,,,12.153,0.03,UCAC4,11.807,UCAC4,11.574,0.01,UCAC4,10.9913,0.0029,EDR3,10.265,0.03,UCAC4,9.8294,0.004,EDR3,9.6,US-B1,8.276,0.02,7.678,0.051,7.393,0.021,AAA,2M,7.14,0.037,7.118,0.019,7.039,0.017,6.865,0.091,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFEbis FEROS,,FastCam,Alpha,GTO,,3762071530853756928,10350110-0924384,56665956,3492.0,3532.0,4.77,4.93,True,../data/CARM_VIS_RVs/J10350-094.dat,<ambiguous>,True,True,He3-burning,He3-burning
J10289+008,BD+01 2447,-,393,157.228783426232,0.837746887766095,10:28:55.55,+00:50:27.6,244.475682771675,46.8832002383509,EDR3,M2.0 V,2.0,PMSU,3588.0,24.0,5.15,0.15,-0.15,0.08,Marf21,0.0256251,0.0001831,Karmn,0.41427,0.00574,Karmn,0.413,0.012,Karmn,-602.991978045199,0.023941966,-731.881996423668,0.020909585,EDR3,142.09514314211,0.021169754,EDR3,7.03753821,0.00104847,EDR3,8.352,0.0006,Sou18,0.8839424,EDR3,-7.37899,0.00312,-28.01696,0.00291,-15.20518,0.00234,Karmn,0.1454914364140357,0.0023627260641458,Wol17,LA,Karmn,AB Dor,Zuc11,YD,Karmn,<,2.0,,Rein18,32.72370147705078,,CC21,-0.005,0.007,Sche19,,,,J102855.9+005023,0.0254,0.0106,-0.73,0.21,1.0,2.45,1.13,0.47,6.772773414029096e-05,0.05,1RXS,,,21.468,0.417,19.145,0.086,GALEX,15.478,0.009,SDSS9,11.516,0.081,TYC2,11.135,0.02,UCAC4,9.8777,0.0032,EDR3,10.393,0.03,UCAC4,9.759,0.029,TYC2,9.705,0.08,UCAC4,9.277,UCAC4,9.213,0.13,UCAC4,8.676,0.0028,EDR3,8.019,0.08,UCAC4,7.5822,0.0039,EDR3,7.9,US-B1,6.176,0.021,5.605,0.033,5.311,0.023,AAA,2M,5.18,0.193,4.874,0.088,5.052,0.014,4.918,0.028,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,FEROS,,(FastCam) [WD15],Alpha,GTO,,3855208897392952192,10285555+0050275,277888583,3564.0,3612.0,5.0,5.300000000000001,True,../data/CARM_VIS_RVs/J10289+008.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J10289+008/J10289+008_TESS_TIC277888583_S35.fits,True,True,none,He3-burning
J10251-102,BD-09 3070,-,390,156.292024068204,-10.2281520800386,10:25:10.84,-10:13:43.3,254.416813761278,38.4968612148019,EDR3,M1.0 V,1.0,PMSU,3759.0,14.0,4.91,0.07,0.0,0.04,Marf21,0.0462699,0.0002867,Karmn,0.50718,0.00409,Karmn,0.5111,0.0123,Karmn,-693.18149333256,0.02652468,121.469456563962,0.022239897,EDR3,78.1745784222099,0.025267148,EDR3,12.79188222,0.00413452,EDR3,21.605,0.0008,Sou18,1.183827,EDR3,-42.98604,0.01134,-20.46891,0.00338,-4.59669,0.00744,Karmn,0.1453547423407848,0.0007621475051098,Wol17,HS,Karmn,,,YD,Karmn,<,2.0,,Rein18,,,,-0.108,0.011,Sche19,,,,J102510.3-101351,0.0162,0.00735,-0.71,0.53,1.0,4.5,0.74,0.33,8.004186511814082e-05,0.1,1RXS*,,,22.018,0.502,19.05,0.049,GALEX,,,,12.407,0.188,TYC2,11.674,0.05,UCAC4,10.3814,0.0034,EDR3,10.951,0.06,UCAC4,10.353,0.041,TYC2,10.219,0.08,UCAC4,9.682,UCAC3,9.631,0.1,UCAC4,9.2755,0.0028,EDR3,8.646,0.1,UCAC4,8.2308,0.0039,EDR3,8.47,US-B1,6.895,0.019,6.264,0.033,6.032,0.017,AAA,2M,5.951,0.111,5.787,0.051,5.804,0.015,5.655,0.04,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+UVES,No,,0.0,,FEROS,,(FastCam) [WD15],Alpha,GTO,,3767878708888402816,10251088-1013434,36879392,3745.0,3773.0,4.84,4.98,True,../data/CARM_VIS_RVs/J10251-102.dat,<ambiguous>,True,True,He3-burning,He3-burning
J10238+438,LP 212-062,-,,155.967189097277,43.8925525670957,10:23:51.86,+43:53:33.1,173.620397536323,56.0039915182663,EDR3,M5.0 V,5.0,AF15a,2900.0,50.0,5.0,0.5,0.0,,Cif20,0.003995,4.93e-05,Cif20,0.25039,0.00877,Karmn,0.2402,0.0127,Karmn,178.67459228567,0.02188175,3.95164925608077,0.031073619,EDR3,54.9744727116058,0.03146238,EDR3,18.19026087,0.01041045,EDR3,,,,1.4040987,EDR3,,,,,,,,0.0104396194689223,0.0007860812375569,Wol17,,,,,,,,,,,60.75,,Hart11,-5.1,0.5,AF15a,,,,,,,,,,,,,,,,,,,,21.464,0.244,GALEX,18.319,0.015,SDSS9,,,,,,,15.5172,0.0054,EDR3,16.224,0.003,SDSS9,,,,,,,15.164,UCAC3,14.671,0.003,SDSS9,13.4534,0.0029,EDR3,13.066,0.001,SDSS9,12.1171,0.0043,EDR3,11.58,US-B1,10.039,0.022,9.431,0.026,9.127,0.02,AAA,2M,8.943,0.023,8.778,0.02,8.581,0.026,8.436,,AAAU,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,TCP,,Gamma,,,806039471675754112,10235185+4353332,392365135,2850.0,2950.0,4.5,5.5,True,../data/CARM_VIS_RVs/J10238+438.dat,,True,False,none,none
J10196+198,AD Leo,-,388,154.898813701107,19.8698099054513,10:19:36.28,+19:52:12.0,216.455072103758,54.5778660708895,EDR3,M3.0 V,3.0,AF15a,3477.0,23.0,5.12,0.12,-0.19,0.12,Marf21,0.0235927,0.0001085,Karmn,0.42328,0.00568,Karmn,0.4226,0.0121,Karmn,-498.620360311109,0.027898356,-43.4276690820186,0.026116055,EDR3,201.406421019486,0.0296157,EDR3,4.965085,0.00073009,EDR3,12.44,0.0036,Sou18,1.1544943,EDR3,-15.00118,0.00226,-7.49098,0.00142,3.51863,0.00311,Karmn,0.0304729086104002,0.0004185036849266,Wol17,Cas,Cab10,Cas,Cab10,YD,Karmn,=,4.35,0.03,HMR14,2.2399,0.0006,Mori08,-4.52,0.04,Sche19,-3.614,0.003,Sche19,J101936.3+195215,3.7,0.194,-0.27,0.05,-0.13,0.08,254.52,13.35,0.0075731922487053,0.81,1RXS,Flare? - RV-loud,Ger99 - Sad21,,,,,,,,,11.426,0.085,TYC2,10.824,0.01,UCAC4,9.5972,0.0034,EDR3,10.124,0.05,UCAC4,9.64,0.031,TYC2,9.524,0.0,UCAC4,8.902,UCAC3,9.185,0.05,UCAC4,8.2041,0.0028,EDR3,7.756,0.03,UCAC4,7.0326,0.0039,EDR3,7.78,US-B1,5.449,0.027,4.843,0.02,4.593,0.017,AEA,2M,4.423,0.085,3.912,0.054,4.265,0.015,4.148,0.028,BBAA,WISE,Single,,,,,,,,,,,,CARMENES+HARPS+UVES,No,,0.0,CAFOS,,,FastCam [Dae07],Alpha+,GTO,25-300Ma Shk09. WDS BAG32 and Cortes et al. 2016 resolved a close companion at 1.95 arcsec which presence is ...,625453654702751872,10193634+1952122,95431305,3454.0,3500.0,5.0,5.24,True,../data/CARM_VIS_RVs/J10196+198.dat,,True,False,none,He3-burning
J10185-117,LP 729-054,A,,154.644854905538,-11.7178353684596,10:18:35.14,-11:43:00.2,254.200611128853,36.3049760718874,EDR3,M4.0 V,4.0,Scho05,3434.0,28.0,4.74,0.1,-0.18,0.1,Marf21,0.0172661,0.0001501,Karmn,0.37124,0.00626,Karmn,0.3677,0.0119,Karmn,-341.537266086264,0.032077752,-247.747252471608,0.031967204,EDR3,45.3971952070579,0.030080639,EDR3,22.02779259,0.01459584,EDR3,-0.44,0.09,Jeff18,1.2409304,EDR3,-14.93097,0.02924,-22.02494,0.07072,-35.11918,0.05584,Karmn,0.0604611288318066,0.0025987756005284,Wol17,,,,,D,Karmn,<,3.0,,Jeff18,,,,0.18,0.17,Sche15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.678,0.04,UCAC4,13.3242,0.0031,EDR3,13.844,0.05,UCAC4,,,,13.14,0.04,UCAC4,12.868,UCAC4,12.552,0.05,UCAC4,11.8373,0.0028,EDR3,11.087,0.08,UCAC4,10.6407,0.0039,EDR3,10.72,US-B1,9.007,0.03,8.439,0.065,8.204,0.021,AAA,2M,8.037,0.022,7.88,0.019,7.771,0.019,7.577,0.166,AAAB,AllWISE,Wide,LDS3977,15.80,,,LP 729-055,M5.0 V,,,,,,HARPS,Yes,Now20,2.0,,CAFEbis,,FastCam,Beta,GTO,,3767281845873242112,10183516-1142599,36724087,3406.0,3462.0,4.640000000000001,4.84,True,../data/CARM_VIS_RVs/J10185-117.dat,<ambiguous>,True,True,He3-burning,He3-burning
J10182-204,NLTT 23956,Aab,,154.555806362594,-20.4775794162735,10:18:13.84,-20:28:41.1,261.006020127186,29.6533741809845,EDR3,M4.5 V+,4.5,Ria06,3000.0,50.0,4.5,0.25,0.0,,Karmn,0.0208617,0.0001449,Karmn,0.5347,0.0179,Karmn,0.5402,0.0223,Karmn,-396.411081840359,0.042071763,114.396493139968,0.045552652,EDR3,39.4872766633777,0.04301259,EDR3,25.324613,0.02758552,EDR3,41.46,0.99,Schn19,1.5684168,EDR3,,,,,,,,0.0455042571812584,0.0020109307907184,Wol17,,,,,,,,,,,,,,-7.627,0.093,Sche17,,,,J101813.4-202844,0.0591,0.0152,-0.26,0.22,0.4,0.35,4.1,1.05,0.003207831812423,1.6,1RXS,,,,,,,,,,,,,,15.487,0.01,UCAC4,14.21,0.0081,EDR3,14.692,0.01,UCAC4,,,,13.912,0.05,UCAC4,13.601,UCAC4,13.313,0.04,UCAC4,12.3197,0.0032,EDR3,11.493,0.1,UCAC4,11.0133,0.0054,EDR3,10.8,US-B1,8.999,0.019,8.418,0.033,8.145,0.023,AAA,2M,7.953,0.024,7.788,0.021,7.655,0.018,7.354,0.114,AAAB,AllWISE,Wide + SB2,LDS3975,31.60,,,NLTT23954,,,,,Baro18,,CARMENES,No,,0.0,,,,(Astralux),Delta+,GTO,,5668221005144096896,10181387-2028413,192543856,2950.0,3050.0,4.25,4.75,True,../data/CARM_VIS_RVs/J10182-204.dat,<ambiguous>,True,True,none,none
J10167-119,GJ 386,-,386,154.189555380439,-11.9644646700575,10:16:45.95,-11:57:42.4,254.007577345027,35.820161214475,EDR3,M3.0 V,3.0,PMSU,3552.0,20.0,4.84,0.09,-0.06,0.06,Marf21,0.032193,0.0001851,Karmn,0.47379,0.00551,Karmn,0.4759,0.0125,Karmn,-417.614295079753,0.035900068,-604.200975942185,0.040551655,EDR3,74.2380351745139,0.026174312,EDR3,13.47018409,0.00474922,EDR3,-10.535,0.0004,Sou18,1.2108444,EDR3,1.65524,0.01085,-19.81922,0.00848,-43.76156,0.00979,Karmn,0.1690356110367689,0.0061229415679753,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.081,0.011,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,13.022,0.324,TYC2,12.454,0.02,UCAC4,11.2245,0.003,EDR3,11.743,0.06,UCAC4,11.212,0.094,TYC2,11.022,0.03,UCAC4,10.703,UCAC4,10.449,0.04,UCAC4,9.9342,0.0029,EDR3,9.214,0.02,UCAC4,8.8036,0.0038,EDR3,9.35,US-B1,7.323,0.019,6.711,0.042,6.452,0.018,AAA,2M,6.355,0.081,6.1,0.03,6.186,0.015,6.088,0.047,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,FEROS,,FastCam [WD15],Alpha,GTO,,3765772972322477696,10164599-1157412,385194991,3532.0,3572.0,4.75,4.93,True,../data/CARM_VIS_RVs/J10167-119.dat,<ambiguous>,True,True,He3-burning,He3-burning
J10125+570,LP 092-048,-,,153.142096793871,57.0612375517882,10:12:34.78,+57:03:49.0,154.92405470014,49.0186127893651,EDR3,M3.5 V,3.5,Lep13,3474.0,24.0,4.9,0.08,-0.08,0.06,Marf21,0.0116952,5.842e-05,Karmn,0.29854,0.00419,Karmn,0.291,0.0102,Karmn,-344.075875134322,0.03355654,-533.274685509801,0.03449471,EDR3,99.5584660346966,0.03768391,EDR3,10.04434921,0.00380189,EDR3,-3.78189943473636,0.0250183470936926,Lafa20,0.99463063,EDR3,-11.61154,0.01573,-27.88539,0.0116,-3.87726,0.0195,Karmn,0.0926998168891829,0.002899718979406,Wol17,LA,Karmn,,,YD,Karmn,<,2.0,,Rein18,,,,-0.009,0.015,Sche19,,,,,,,,,,,,,,,,,,,,21.589,0.245,GALEX,15.426,0.005,SDSS9,,,,13.38,0.04,UCAC4,11.9815,0.0032,EDR3,12.522,0.03,UCAC4,,,,11.731,0.01,UCAC4,11.361,UCAC3,11.134,0.05,UCAC4,10.5243,0.0028,EDR3,9.728,0.05,UCAC4,9.3354,0.0038,EDR3,9.14,US-B1,7.759,0.021,7.171,0.026,6.902,0.02,AAA,2M,6.697,0.075,6.486,0.022,6.468,0.015,6.293,0.052,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,,,FastCam,Alpha,GTO,,1045525233191254784,10123481+5703495,137958028,3450.0,3498.0,4.82,4.98,True,../data/CARM_VIS_RVs/J10125+570.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J10125+570/J10125+570_TESS_TIC137958028_S21.fits,True,True,He3-burning,He3-burning
J10122-037,AN Sex,-,382,153.07293731001,-3.74674755302067,10:12:17.67,-03:44:44.4,245.495284905286,40.7408146782899,EDR3,M1.5 V,1.5,PMSU,3720.0,20.0,4.98,0.1,0.0,0.05,Marf21,0.0421284,0.0001773,Karmn,0.49415,0.00541,Karmn,0.4974,0.0127,Karmn,-152.760223909306,0.027702224,-243.692955388012,0.027694264,EDR3,129.754396236932,0.025240922,EDR3,7.70686797,0.00149921,EDR3,7.946,0.0008,Sou18,1.033861,EDR3,-2.48191,0.00159,-12.70559,0.00154,-2.44127,0.00141,Karmn,0.0149213681489305,0.0002575068319848,Wol17,,Karmn,,,YD,Karmn,<,2.0,,Rein18,21.6,0.2,DA19,-0.029,0.012,Sche19,,,,J101217.2-034442,0.0649,0.0148,-0.66,0.19,-1.0,1.24,3.12,0.71,0.0001416125383568,0.07,1RXS,,,20.793,0.195,18.135,0.037,GALEX,,,,11.012,0.071,TYC2,10.698,0.04,UCAC4,9.4917,0.0039,EDR3,9.711,0.066,PS1,9.469,0.029,TYC2,9.593,0.04,UCAC4,8.769,UCAC3,8.675,0.011,PS1,8.3318,0.0028,EDR3,7.872,0.08,UCAC4,7.2572,0.0041,EDR3,7.83,US-B1,5.888,0.021,5.258,0.016,5.015,0.02,AAA,2M,4.908,0.079,4.515,0.041,4.758,0.015,4.645,0.028,AAAA,WISE,Single,,,,,,,,,,,,CARMENES+HARPS+SOPHIE,No,,0.0,,FEROS,,(FastCam) [ALux WD15],Alpha,GTO,,3828238392559860992,10121768-0344441,77612635,3700.0,3740.0,4.880000000000001,5.08,True,../data/CARM_VIS_RVs/J10122-037.dat,<ambiguous>,True,True,He3-burning,He3-burning
J10088+692,TYC 4384-1735-1,-,,152.21833212723,69.2766228917893,10:08:51.81,+69:16:35.6,140.916601981095,41.7168644665994,EDR3,M0.5 V,0.5,Lep13,3952.0,15.0,4.94,0.08,-0.01,0.04,Marf21,0.0872506,0.0005368,Karmn,0.63009,0.00516,Karmn,0.6409,0.0142,Karmn,196.63280907996,0.011415029,17.6270475677456,0.013402849,EDR3,25.2430422713211,0.012562859,EDR3,39.61487642,0.01971538,EDR3,-27.51184703,0.01801433,CC21,1.0603184,EDR3,45.96342,0.01809,-4.04934,0.00937,1.54181,0.01615,Karmn,,,,,,,,D,Karmn,,,,,,,,-0.74,,Gai14,,,,,,,,,,,,,,,,,,,,,,,15.551,0.007,SDSS9,13.792,0.318,TYC2,12.903,0.08,UCAC4,11.7526,0.0029,EDR3,12.28,0.08,UCAC4,11.703,0.103,TYC2,11.493,0.06,UCAC4,,,10.889,0.07,UCAC4,10.8508,0.0028,EDR3,10.199,0.1,UCAC4,9.9113,0.0038,EDR3,,,8.711,0.02,8.074,0.026,7.893,0.023,AAA,2M,7.807,0.028,7.849,0.02,7.766,0.018,7.826,0.22,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,Yes,Blu20,1.0,,,,,Alpha+,TOI,TOI 1235,1070387905514406400,10085177+6916357,103633434,3937.0,3967.0,4.86,5.0200000000000005,True,../data/CARM_VIS_RVs/J10088+692.dat,<ambiguous>,True,True,He3-burning,He3-burning
