Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc,InstBand_nominal,InstBand_ranged
J20451-313,AU Mic,A,803,311.291182648104,-31.3425000799281,20:45:09.53,-31:20:27.2,12.6529827200291,-36.8040527198433,EDR3,M0.5 V,0.5,Ria06,3768.0,20.0,4.65,0.18,0.01,0.06,Marf21,0.09875,0.0008617,Karmn,0.7374,0.00846,Karmn,0.7541,0.0172,Karmn,281.319034526262,0.021952942,-360.147718696354,0.019214228,EDR3,102.943191317549,0.023112189,EDR3,9.71409558,0.00218095,EDR3,-6.31031055662628,0.28682328714158,EDR3,0.92735684,EDR3,-11.42597,0.22409,-16.37632,0.05045,-9.16256,0.17184,Karmn,,,,LA,Karmn,bet Pic,Cab09,YD,Karmn,=,9.3,1.2,Tor06,4.888798,0.0034351216,Rev20,-2.34,,Schn19,,,,J204509.4-312023,5.9499998,0.12099999,-0.07,0.02,0.06,0.03,472.37,9.61,0.013890342311943,0.6,1RXS,RV-loud,Sad21,17.442,0.042,15.588,0.01,GALEX,,,,10.665,0.045,TYC2,10.063,0.02,UCAC4,8.91,0.0037,EDR3,9.579,0.05,UCAC4,8.927,0.017,TYC2,8.888,0.18,UCAC4,,,8.636,0.09,UCAC4,7.8434,0.0029,EDR3,7.355,0.14,UCAC4,6.7986,0.004,EDR3,,,5.436,0.017,4.831,0.016,4.529,0.02,AAE,2M,4.449,0.277,4.008,0.166,4.313,0.014,4.14,0.026,BBAA,AllWISE,Wide,LDS720,>999,,,J20418-324,,,,,,,CARMENES,No,,0.0,,,,,Alpha,GTO,,6794047652729201024,20450949-3120266,441420236,3748.0,3788.0,4.470000000000001,4.83,True,../data/CARM_VIS_RVs/J20451-313.dat,<ambiguous>,True,True,He3-burning,He3-burning
J20450+444,BD+44 3567,-,806,311.269784682195,44.5002726683959,20:45:04.10,+44:29:56.6,84.0702102061419,1.00771066073584,EDR3,M1.5 V,1.5,PMSU,3600.0,16.0,4.98,0.12,-0.28,0.07,Marf21,0.0259848,9.796e-05,Karmn,0.41439,0.00377,Karmn,0.4132,0.0111,Karmn,434.027771727487,0.017978271,271.022230271175,0.019759664,EDR3,82.8902722674978,0.01672858,EDR3,12.06414182,0.00243474,EDR3,-24.694,0.0023,Sou18,1.1267157,EDR3,-29.96312,0.00409,-21.53656,0.00233,-10.22495,0.00451,Karmn,0.072501947619049,0.0003503689778059,Wol17,HS,Karmn,,,YD,Karmn,<,2.0,,Rein18,19.9,0.6,DA19,0.067,0.01,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,12.37,0.154,TYC2,12.495,0.01,UCAC4,11.0059,0.0029,EDR3,11.61,0.01,UCAC4,10.974,0.061,TYC2,10.704,0.01,UCAC4,10.24,UCAC3,10.137,0.01,UCAC4,9.8287,0.0028,EDR3,9.127,0.01,UCAC4,8.7507,0.0038,EDR3,9.58,US-B1,7.329,0.018,6.769,0.023,6.533,0.016,AAA,2M,6.409,0.075,6.169,0.027,6.239,0.016,6.296,0.052,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,CAFE,,(FastCam) [WD15],Alpha,GTO,,2070115588901082368,20450403+4429562,239332587,3584.0,3616.0,4.86,5.1000000000000005,True,../data/CARM_VIS_RVs/J20450+444.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J20450+444/J20450+444_TESS_TIC239332587_S15.fits,True,True,He3-burning,He3-burning
J20405+154,GJ 1256,-,1256,310.147188093923,15.5025901982037,20:40:33.86,+15:29:58.7,60.0896203673445,-15.7417698063342,EDR3,M4.5 V,4.5,AF15a,3263.0,36.0,5.02,0.12,-0.1,0.11,Marf21,0.0041142,1.953e-05,Karmn,0.20071,0.00445,Karmn,0.18775,0.00956,Karmn,1320.67868922133,0.025364675,662.146668730158,0.02449112,EDR3,104.919010801769,0.0299567,EDR3,9.53116115,0.00272136,EDR3,-59.7818208373199,0.0240117524652426,Lafa20,1.1224744,EDR3,-83.80435,0.01642,-28.17642,0.02063,-14.57643,0.01572,Karmn,0.4782542194045816,0.0047754607196737,Wol17,,,,,D,Karmn,<,2.0,,Rein18,106.0,6.0,DA19,-0.218,0.013,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.187,0.01,UCAC4,13.6851,0.0034,EDR3,14.203,0.01,UCAC4,,,,13.335,0.02,UCAC4,13.149,UCAC4,12.707,0.01,UCAC4,11.8374,0.0028,EDR3,10.961,0.04,UCAC4,10.543,0.0039,EDR3,10.17,US-B1,8.641,0.027,8.075,0.016,7.749,0.031,AAA,2M,7.499,0.033,7.362,0.02,7.238,0.016,7.076,0.083,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,CAFOS,HRS CAFE,,(FastCam) (Astralux),Alpha,GTO,,1810616448010879488,20403364+1529572,340807280,3227.0,3299.0,4.9,5.14,True,../data/CARM_VIS_RVs/J20405+154.dat,,True,False,none,none
J20336+617,GJ 1254,-,1254,308.423049735206,61.7578245024892,20:33:40.32,+61:45:13.6,96.9813859137028,12.707477116045,EDR3,M4.0 V,4.0,PMSU,3406.0,32.0,4.76,0.14,-0.1,0.12,Marf21,0.0174238,0.0001456,Karmn,0.3791,0.0073,Karmn,0.376,0.0126,Karmn,537.94108255853,0.025392542,911.120880286144,0.025425961,EDR3,62.5852664573436,0.019920642,EDR3,15.97820153,0.0050858,EDR3,-21.1838586042126,0.0240063795778869,Lafa20,1.0942879,EDR3,-76.68973,0.01948,-31.4579,0.02381,0.86137,0.01697,Karmn,0.4049025982179553,0.0174458861849473,Wol17,,,,,D,Karmn,<,2.0,,Rein18,12.6,0.7,DA19,0.062,0.012,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7858,0.0032,EDR3,13.114,0.003,PS1,,,,,,,12.222,UCAC4,11.89,0.001,PS1,11.2145,0.0028,EDR3,10.219,0.087,PS1,9.9903,0.0039,EDR3,9.57,US-B1,8.287,0.027,7.657,0.063,7.397,0.018,AAA,2M,7.181,0.034,7.107,0.02,7.015,0.016,6.911,0.063,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE,,FastCam,Alpha,GTO,,2195298973450457984,20334030+6145135,352702345,3374.0,3438.0,4.62,4.9,True,../data/CARM_VIS_RVs/J20336+617.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J20336+617/J20336+617_TESS_TIC352702345_S15.fits,True,True,He3-burning,He3-burning
J20305+654,GJ 793,-,793,307.638263975162,65.4508181344036,20:30:32.05,+65:26:58.4,99.9379034024284,15.0575924986716,EDR3,M2.5 V,2.5,PMSU,3514.0,23.0,5.06,0.11,-0.03,0.06,Marf21,0.019343,0.000139,Karmn,0.37524,0.00509,Karmn,0.3719,0.0113,Karmn,443.263646615983,0.018659608,283.353691405476,0.017374905,EDR3,123.654659840212,0.014759887,EDR3,8.08703854,0.0009653,EDR3,10.578,0.0058,Sou18,1.0511156,EDR3,-20.25106,0.00196,9.00499,0.00554,-5.2406,0.00243,Karmn,0.0512530283962033,0.0001615565478409,Wol17,,,,,D,Karmn,<,2.0,,Rein18,32.8,0.5,DA19,-0.235,0.01,Sche19,,,,J203031.8+652700,0.13,0.0119,-0.45,0.07,0.02,0.16,7.7,0.71,0.0007511621639689,0.14,1RXS,,,,,,,,,,,12.113,0.117,TYC2,11.6,0.369,APASS9,10.7697,0.0032,EDR3,11.017,0.174,PS1,10.804,0.055,TYC2,10.51,0.018,APASS9,10.102,UCAC4,9.896,0.029,PS1,9.4353,0.0028,EDR3,8.525,0.076,PS1,8.2856,0.0039,EDR3,9.49,US-B1,6.735,0.021,6.136,0.046,5.933,0.023,AAA,2M,5.794,0.136,5.516,0.057,5.546,0.014,5.434,0.028,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+SOPHIE,No,,0.0,,CAFE,,(FastCam) [WD15],Alpha,GTO,,2246206567973292160,20303207+6526586,467254810,3491.0,3537.0,4.949999999999999,5.17,True,../data/CARM_VIS_RVs/J20305+654.dat,<ambiguous>,True,True,He3-burning,He3-burning
J20260+585,Wolf 1069,-,1253,306.524317260189,58.5753797154597,20:26:05.30,+58:34:22.7,93.7442092151142,11.7038257099608,EDR3,M5.0 V,5.0,PMSU,3223.0,49.0,4.97,0.15,-0.15,0.24,Marf21,0.0029444,2.781e-05,Karmn,0.17403,0.00536,Karmn,0.1596,0.00992,Karmn,261.037647532725,0.032296695,542.905592839083,0.031316657,EDR3,104.441458260681,0.026091075,EDR3,9.57474184,0.00239192,EDR3,-60.0465434270162,0.020001750530172,Lafa20,1.4186227,EDR3,-23.13352,0.00567,-61.20706,0.01958,-8.46892,0.00595,Karmn,0.0763563016730066,0.0024934379388335,Wol17,,,,,D,Karmn,<,2.0,,Rein18,57.7,0.4,DA19,-0.066,0.01,Sche19,,,,,,,,,,,,,,,,,,,,,,,17.418,0.011,SDSS9,,,,15.817,0.1,UCAC4,14.3679,0.0035,EDR3,14.782,0.13,UCAC4,,,,13.993,0.05,UCAC4,13.773,UCAC4,13.412,0.05,UCAC4,12.3523,0.0028,EDR3,11.583,0.09,UCAC4,11.0266,0.0038,EDR3,10.45,US-B1,9.029,0.039,8.483,0.073,8.095,0.021,AAA,2M,7.877,0.023,7.717,0.02,7.545,0.016,7.445,0.084,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE,,(FastCam) (Astralux),Alpha,GTO,,2188318517720321664,20260528+5834224,352617553,3174.0,3272.0,4.819999999999999,5.12,True,../data/CARM_VIS_RVs/J20260+585.dat,<ambiguous>,True,True,none,none
J20198+229,LP 395-008,AabB,,304.955667962031,22.9439216572186,20:19:49.26,+22:56:36.4,63.5461968925319,-7.50071545363064,EDR3,M3.0 V+,3.0,Lep13,3300.0,50.0,5.5,0.25,0.0,,Karmn,0.0676563,0.0004209,Karmn,0.7958,0.0242,Karmn,0.8157,0.0299,Karmn,83.5647243740352,0.019041022,106.536259013708,0.01969087,EDR3,33.8974929728766,0.025925463,EDR3,29.50070676,0.02256272,EDR3,,,,1.4843875,EDR3,,,,,,,,0.0054668302323088,0.0001673696040155,Wol17,,,,,,,=,11.8,,Jeff18,1.128159,9.8406344e-05,Rev20,-3.03,0.147,Sche17,,,,J201949.3+225628,0.334,0.0349,-0.3,0.09,-0.08,0.16,22.44,2.35,0.0081581134747406,1.68,1RXS,,,,,,,,,,,,,,14.607,0.086,APASS9,12.2646,0.0065,EDR3,13.16,0.108,PS1,,,,11.881,0.006,APASS9,11.72,UCAC3,11.44,0.0,CMC15,11.0225,0.0029,EDR3,10.155,0.024,PS1,9.8477,0.0076,EDR3,9.14,US-B1,8.166,0.021,7.52,0.033,7.283,0.018,AAA,2M,7.026,0.044,6.982,0.019,6.893,0.017,6.857,0.098,AAAA,AllWISE,SB2+Resolved Physical+Wide?,,,,,,,,,,Baro18+Cif19,,CARMENES,No,,0.0,,FEROS,,,Delta+,GTO,,1829571684890816384,20194925+2256367,314051148,3250.0,3350.0,5.25,5.75,True,../data/CARM_VIS_RVs/J20198+229.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J20198+229/J20198+229_TESS_TIC314051148_S14.fits,True,True,none,none
J20109+708,TYC 4450-1440-1,-,,302.73750740089,70.86966075395,20:10:57.12,+70:52:09.8,103.8645734029,19.3677748123,EDR3,k5 V,-2.0,Karmn,4500.0,50.0,,,,,Karmn,0.18377,0.002921,Karmn,0.7053,0.0166,Karmn,0.7202,0.0226,Karmn,-36.83385434342128,0.016631873,55.11474839603156,0.018113049,EDR3,12.104278653515433,0.012314765,EDR3,82.6154146500561,0.0840520485289322,EDR3,15.0009365,0.6221506,EDR3,0.90731955,EDR3,-13.7115,0.14217,3.41868,0.56991,26.445,0.20701,Karmn,,,,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3003,0.1207,GALEX,,,,13.037,0.27,TYC2,12.543,0.334,APASS9,11.998396,0.003032,EDR3,12.178,0.0,APASS9,12.024,0.166,TYC2,11.768,0.008,APASS9,,,11.316,0.026,APASS9,11.364009,0.002767,EDR3,10.867,0.042,APASS9,10.602911,0.003827,EDR3,,,9.715,0.021,9.115,0.026,8.975,0.018,AAA,2M,8.917,0.022,8.985,0.02,8.92,0.021,8.969,0.194,AAAB,AllWISE,Single,,,,,,,,,,,,,?,TOI in prep,0.0,,,,,Alpha,TOI,TOI 2093,2251459209896210816,20105711+7052098,402898317,4450.0,4550.0,,,True,../data/CARM_VIS_RVs/J20109+708.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J20109+708/J20109+708_TESS_TIC402898317_S15.fits,True,True,none,none
J20093-012,2MASS J20091824-0113377,-,,302.325836546051,-1.2289714355165,20:09:18.25,-01:13:38.3,40.9532609637338,-17.8365819267998,EDR3,M5.0 V,5.0,AF15a,3301.0,90.0,4.96,0.17,-0.51,0.15,Marf21,0.0027244,1.433e-05,Karmn,0.15959,0.00871,Karmn,0.1444,0.0122,Karmn,-43.9988061653754,0.041915596,-374.022051505966,0.03160674,EDR3,92.6524915489984,0.044357225,EDR3,10.7930179,0.00516714,EDR3,-53.9699765847842,0.0239936751483264,Lafa20,1.494561,EDR3,-28.67842,0.01783,-48.63332,0.01656,9.81726,0.00869,Karmn,0.0352156648253468,0.0005840909477878,Wol17,,,,,D,Karmn,=,4.3,1.5,Rein18,,,,-5.146,0.027,Sche19,-3.8122,0.0023,Sche19,J200918.4-011324,0.0525,0.0126,-0.37,0.2,0.29,0.4,3.33,0.8,0.0037865961243526,1.8,1RXS*,RV-loud,Sad21,,,,,,,,,,,,16.265,0.06,UCAC4,14.6752,0.0051,EDR3,15.184,0.01,UCAC4,,,,14.45,0.01,UCAC4,14.127,UCAC4,13.808,0.01,UCAC4,12.6729,0.0029,EDR3,11.836,0.07,UCAC4,11.3463,0.0041,EDR3,11.23,US-B1,9.403,0.026,8.832,0.025,8.512,0.023,AAA,2M,8.311,0.023,8.108,0.02,7.932,0.02,7.762,0.164,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,CAFOS,,,,Alpha,GTO,,4223813264304668288,20091824-0113377,243800364,3211.0,3391.0,4.79,5.13,True,../data/CARM_VIS_RVs/J20093-012.dat,,True,False,He3-burning,He3-burning
J19573-125,HD 188807 B,B,773B,299.348776527697,-12.5662529618301,19:57:23.80,-12:33:50.2,28.8183649069241,-20.2286379621868,EDR3,M5.0 V,5.0,PMSU,3000.0,50.0,5.0,0.25,0.0,,Karmn,0.0034644,1.931e-05,Karmn,0.21788,0.00729,Karmn,0.2059,0.0114,Karmn,-89.6009124108573,0.042302273,-518.090014048756,0.027381402,EDR3,56.1738956968829,0.043293245,EDR3,17.80186308,0.0137199,EDR3,0.0,15.0,Haw96,1.9614018,EDR3,17.26104,12.33144,-39.47582,6.78515,-10.60349,5.18638,Karmn,0.1208868556439582,0.0036975963643285,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6373,0.0039,EDR3,16.225,0.028,APASS9,,,,,,,15.428,UCAC3,14.718,0.041,APASS9,13.5302,0.0028,EDR3,12.785,0.004,PS1,12.1926,0.0039,EDR3,12.2,US-B1,10.212,0.023,9.652,0.027,9.318,0.021,AAA,2M,9.127,0.022,8.934,0.02,8.761,0.03,8.565,0.362,AAAC,AllWISE,Wide,LDS4824,62.84,0.29,AS11,HD 188807 A,K7.0 V,,,,,,,No,,0.0,,,,,Gamma,Legacy,,4188996885011268608,19572380-1233499,48769737,2950.0,3050.0,4.75,5.25,True,../data/CARM_VIS_RVs/J19573-125.dat,,True,False,none,none
J19511+464,G 208-042,-,1243,297.790018585049,46.4845736065896,19:51:09.32,+46:29:00.2,80.4417889106031,9.94993171161996,EDR3,M4.0 V,4.0,PMSU,3177.0,39.0,5.0,0.15,0.16,0.19,Marf21,0.0070555,4.157e-05,Karmn,0.27726,0.00686,Karmn,0.2685,0.0115,Karmn,183.242034324961,0.019851895,265.697325627169,0.021776631,EDR3,83.4939595733156,0.017237656,EDR3,11.97691432,0.00247268,EDR3,-12.9421998975147,0.0601451803036363,Lafa20,0.9934534,EDR3,-20.05743,0.01033,-9.24632,0.05842,-3.93832,0.01072,Karmn,0.0288363867077363,0.0009214306193548,Wol17,IC,Karmn,,,YD,Karmn,=,22.1,0.9,Fou18,0.592713,1.97562e-05,Rev20,-4.46,0.03,Sche19,-3.7347,0.0029,Sche19,J195109.4+462854,0.098,0.012,-0.25,0.11,-0.27,0.18,6.85,0.84,0.0036634546127298,0.88,1RXS,RV-loud,Sad21,,,,,,,,,,,,14.61,0.03,UCAC4,13.1524,0.0032,EDR3,13.683,0.05,UCAC4,,,,12.961,0.19,UCAC4,12.552,UCAC4,12.357,0.12,UCAC4,11.5439,0.0028,EDR3,11.112,0.25,UCAC4,10.317,0.0038,EDR3,10.35,US-B1,8.586,0.023,8.045,0.02,7.773,0.016,AAA,2M,7.568,0.03,7.417,0.02,7.295,0.017,7.177,0.075,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE,,FastCam,Alpha-,GTO,,2080285727861817088,19510930+4628598,273589987,3138.0,3216.0,4.85,5.15,True,../data/CARM_VIS_RVs/J19511+464.dat,<ambiguous>,True,True,none,none
J19422-207,2MASS J19421282-2045477,-,,295.553370876108,-20.7640123539909,19:42:12.82,-20:45:48.0,19.2640238569937,-20.1525432548477,EDR3,M5.1 V,5.1,Shk09,3241.0,54.0,4.81,0.15,-0.49,0.1,Marf21,0.004845,2.276e-05,Karmn,0.22077,0.00737,Karmn,0.2089,0.0115,Karmn,-10.2907382031361,0.029162288,-154.256436797997,0.026423218,EDR3,63.096116771427,0.028008629,EDR3,15.84883589,0.00703536,EDR3,-2.09386927884717,0.0315169875467031,Lafa20,1.3494706,EDR3,0.57686,0.02796,-11.4642,0.01101,-2.74522,0.0112,Karmn,0.0076858097320976,0.0002653495614963,Wol17,,Karmn,,,YD,Karmn,=,6.2,1.5,Rein18,,,,-5.8,0.05,Sche19,-3.76,0.004,Sche19,J194213.0-204547,0.103,0.021,-0.16,0.2,0.17,0.32,7.69,1.57,0.0104423846839717,4.22,1RXS,RV-loud,Sad21,,,,,,,,,,,,15.838,0.08,UCAC4,14.4965,0.0052,EDR3,14.947,0.023,APASS9,,,,14.274,0.01,UCAC4,13.877,UCAC4,13.606,0.03,UCAC4,12.7099,0.0029,EDR3,12.079,0.024,PS1,11.4326,0.004,EDR3,11.07,US-B1,9.598,0.024,9.026,0.022,8.756,0.023,AAA,2M,8.555,0.022,8.357,0.019,8.219,0.023,7.836,0.202,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,,Beta,GTO,60-300Ma Shk09.,6868221463056407168,19421282-2045477,68795767,3187.0,3295.0,4.659999999999999,4.96,True,../data/CARM_VIS_RVs/J19422-207.dat,,True,False,none,none
J19346+045,BD+04 4157,-,763,293.668337696195,4.58389635555049,19:34:39.84,+04:34:57.0,42.0054605338451,-7.4653606623406,EDR3,M0.0 V,0.0,Kirk91,4093.0,24.0,4.92,0.07,-0.22,0.05,Marf21,0.07652,0.00034,Karmn,0.55012,0.00657,Karmn,0.5565,0.0139,Karmn,524.408809707521,0.015105563,311.082579623806,0.011779342,EDR3,69.2566444067609,0.015202464,EDR3,14.43904781,0.0031695,EDR3,-58.681,0.0081,Sou18,0.928173,EDR3,-69.21846,0.00724,-14.27571,0.00667,-13.79441,0.00737,Karmn,0.1229937476437342,0.0005148806635369,Wol17,,,,,D,Karmn,=,3.9,1.5,Rein18,12.9,0.8,DA19,0.104,0.017,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,10.919,0.048,TYC2,10.645,0.01,UCAC4,9.5524,0.0029,EDR3,9.913,0.082,PS1,9.505,0.022,TYC2,9.283,0.01,UCAC4,9.041,UCAC4,9.15,0.001,PS1,8.7136,0.0028,EDR3,8.878,0.001,PS1,7.8166,0.0038,EDR3,8.09,US-B1,6.714,0.019,6.142,0.026,5.918,0.017,AAA,2M,5.837,0.147,5.714,0.052,5.763,0.015,5.718,0.041,BAAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+SOPHIE,No,,0.0,CAFOS,CAFE,,,Alpha,GTO,,4291123545113039616,19343982+0434572,1900192621,4069.0,4117.0,4.85,4.99,True,../data/CARM_VIS_RVs/J19346+045.dat,,True,False,He3-burning,He3-burning
J19255+096,LSPM J1925+0938,-,,291.379171125044,9.63873317184073,19:25:30.91,+09:38:23.3,45.4017970436107,-3.07493712319141,EDR3,M8.0 V,8.0,New14,2500.0,50.0,5.0,0.25,0.0,,Karmn,0.0010766,1.215e-05,Karmn,0.1749,0.00707,Karmn,0.1605,0.0111,Karmn,80.1855488443909,0.18696278,-242.866449363982,0.19272578,EDR3,58.9119588230452,0.18974207,EDR3,16.97448226,0.05467096,EDR3,-1.28391,7.12644,CC21,2.745285,EDR3,8.63388,4.99659,-11.43738,5.06731,-14.82706,0.38406,Karmn,0.0233978509390136,0.0013042017977343,Wol17,,,,,YD,Karmn,=,34.7,3.5,Rein18,,,,-1.6,0.15,Sche19,-4.98,0.04,Sche19,,,,,,,,,,,,,RV-loud,Sad21,,,,,,,,,,,,,,,19.1753,0.0304,EDR3,19.73,0.04,PS1,,,,,,,,,18.105,0.009,PS1,15.6827,0.0038,EDR3,15.176,0.003,PS1,14.0944,0.0042,EDR3,14.35,US-B1,11.214,0.026,10.519,0.022,10.024,0.022,AAA,2M,9.727,0.024,9.494,0.021,9.327,0.034,8.918,0.43,AAAU,WISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,,,,Beta,GTO,,4308488780772030336,19253089+0938235,133312726,2450.0,2550.0,4.75,5.25,True,../data/CARM_VIS_RVs/J19255+096.dat,,True,False,none,none
J19251+283,Ross 164,-,4109,291.286397565652,28.3555112246496,19:25:08.48,+28:21:13.8,61.8796531722845,5.84216564919407,EDR3,M3.0 V,3.0,PMSU,3472.0,29.0,4.9,0.08,-0.05,0.07,Marf21,0.016369,0.008669,Karmn,0.3536,0.0938,Karmn,0.3491,0.0995,Karmn,207.532677419893,0.019736432,377.75333792109,0.024345031,EDR3,59.616415572683,0.023243926,EDR3,16.77390347,0.00654,EDR3,-40.7728075934789,0.0250278675913845,Lafa20,1.1739082,EDR3,-49.31013,0.01531,-19.56542,0.02249,-4.7647,0.00841,Karmn,0.0679253862297512,0.0022196791433202,Wol17,HS,Karmn,,,D,Karmn,<,2.0,,Rein18,,,,-0.06,0.02,Sche19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7747,0.0032,EDR3,13.161,0.004,PS1,,,,,,,12.222,UCAC3,11.914,0.014,CMC15,11.2972,0.0028,EDR3,10.553,0.016,PS1,10.1094,0.0039,EDR3,9.8,US-B1,8.442,0.021,7.868,0.029,7.552,9.995,AAF,2M,7.407,0.028,7.317,0.02,7.221,0.018,7.07,0.099,AAAA,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE FEROS,,(FastCam),Alpha,GTO,,2026037542160935552,19250845+2821132,110220637,3443.0,3501.0,4.82,4.98,True,../data/CARM_VIS_RVs/J19251+283.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J19251+283/J19251+283_TESS_TIC110220637_S14.fits,True,True,He3-burning,He3-burning
J19242+755,GJ 1238,-,1238,291.074525661077,75.5559227366351,19:24:16.31,+75:33:11.8,107.228887612163,24.1954348119387,EDR3,M5.5 V,5.5,PMSU,3044.0,51.0,5.06,0.07,-0.15,0.16,Karmn,0.0015846,7.197e-06,Karmn,0.14313,0.00481,Karmn,0.12699,0.00945,Karmn,369.422429708293,0.024695106,592.282436385251,0.029232133,EDR3,94.0673540361387,0.019581584,EDR3,10.63068065,0.00221294,EDR3,-8.4,5.1,West15,1.1356933,EDR3,-31.12049,1.37762,-13.2809,4.44329,-12.77366,2.09031,Karmn,0.1230915952384734,0.0071483150674723,Wol17,HS,Karmn,,,YD,Karmn,,,,,114.0,,Irw11,-0.278,,PMSU,,,,,,,,,,,,,,,,,,,,22.7639,0.4151,GALEX,,,,,,,,,,15.6733,0.0044,EDR3,15.985,0.074,APASS9,,,,,,,15.301,UCAC3,14.731,0.039,APASS9,13.3804,0.0029,EDR3,12.625,0.041,APASS9,12.011,0.0039,EDR3,11.28,US-B1,9.908,0.022,9.28,0.026,8.963,0.021,AAA,2M,8.715,0.022,8.525,0.019,8.342,0.018,8.203,0.148,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,TCP,,Gamma,Legacy,,2289304297045379456,19241634+7533121,420130591,2993.0,3095.0,4.989999999999999,5.13,True,../data/CARM_VIS_RVs/J19242+755.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J19242+755/J19242+755_TESS_TIC420130591_S14.fits,True,True,none,none
