Karmn,Name,Comp,GJ,RA_J2016_deg,DE_J2016_deg,RA_J2000,DE_J2000,l_J2016_deg,b_J2016_deg,Ref01,SpT,SpTnum,Ref02,Teff_K,eTeff_K,logg,elogg,[Fe/H],e[Fe/H],Ref03,L_Lsol,eL_Lsol,Ref04,R_Rsol,eR_Rsol,Ref05,M_Msol,eM_Msol,Ref06,muRA_masa-1,emuRA_masa-1,muDE_masa-1,emuDE_masa-1,Ref07,pi_mas,epi_mas,Ref08,d_pc,ed_pc,Ref09,Vr_kms-1,eVr_kms-1,Ref10,ruwe,Ref11,U_kms-1,eU_kms-1,V_kms-1,eV_kms-1,W_kms-1,eW_kms-1,Ref12,sa_m/s/a,esa_m/s/a,Ref13,SKG,Ref14,SKG_lit,Ref14_lit,Pop,Ref15,vsini_flag,vsini_kms-1,evsini_kms-1,Ref16,P_d,eP_d,Ref17,pEWHalpha_A,epEWHalpha_A,Ref18,log(LHalpha/Lbol),elog(LHalpha/Lbol),Ref19,1RXS,CRT_s-1,eCRT_s-1,HR1,eHR1,HR2,eHR2,Flux_X_E-13_ergcm-2s-1,eFlux_X_E-13_ergcm-2s-1,LX/LJ,eLX/LJ,Ref20,Activity,Ref21,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Ref22,u_mag,eu_mag,Ref23,BT_mag,eBT_mag,Ref24,B_mag,eB_mag,Ref25,BP_mag,eBP_mag,Ref26,g_mag,eg_mag,Ref27,VT_mag,eVT_mag,Ref28,V_mag,eV_mag,Ref29,Ra_mag,Ref30,r_mag,er_mag,Ref31,GG_mag,eGG_mag,Ref32,i_mag,ei_mag,Ref33,RP_mag,eRP_mag,Ref34,IN_mag,Ref35,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Ref36,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Ref37,Multiplicity,WideWDS,Widerho_arcsec,eWiderho_arcsec,Ref38,WideCompanionName,WideCompanionSpT,CloseWDS,Closerho_arcsec,eCloserho_arcsec,Ref39,CloseCompanionSpT,RV,Planet,Ref40,PlanetNum,LoRes_spectrum,HiRes_spectrum,LoRes_imaging,HiRes_imaging,Class,Survey,Notes,Gaia_id_1,2MASS_id,TIC_id,Teff_min_K,Teff_max_K,logg_min,logg_max,is_GTO,rv_file,lc_file,has_rv,has_lc
J23569+230,G 129-045,A,,359.228140057183,23.0845022266255,23:56:54.84,+23:05:08.4,106.942540732487,-38.0884368224746,EDR3,M1.5 V,1.5,AF15a,4000.0,50.0,5.0,0.5,0.0,,Cif20,0.09183,0.001374,Cif20,0.631,0.0165,Karmn,0.6418,0.0218,Karmn,-71.0109039424505,0.012231208,-263.734186395994,0.008855401,EDR3,27.8476282782508,0.014614358,EDR3,35.90970082,0.01884531,EDR3,-18.8207948685867,1.52285834613161,EDR3,0.98109007,EDR3,34.10662,0.3495,-30.92158,1.14663,-19.91269,0.93957,Karmn,0.0449921035636311,0.0018561061021838,Wol17,,,,,D,Karmn,,,,,,,,0.0,0.4,AF15a,,,,,,,,,,,,,,,,,,,,19.867,0.097,GALEX,15.694,0.007,SDSS9,,,,12.263,0.03,UCAC4,11.3645,0.0028,EDR3,11.625,0.02,UCAC4,,,,10.906,0.06,UCAC4,10.651,UCAC3,10.325,0.04,UCAC4,10.5256,0.0028,EDR3,9.8015,0.001,PS1,9.6272,0.0038,EDR3,8.52,US-B1,8.483,0.019,7.868,0.033,7.703,0.02,AAA,2M,7.607,0.044,7.642,0.027,7.557,0.023,7.544,0.214,AAAB,AllWISE,Wide,GIC196,6.40,,,G 129-046,,,,,,,,No,,0.0,CAFOS,,,,Gamma,,,2848273159379049344,23565485+2305089,437710759,3950.0,4050.0,4.5,5.5,False,,,False,False
J23560+150,LP 523-078,-,,359.000587481241,15.0272051461703,23:56:00.28,+15:01:40.6,103.570045485787,-45.75015251854,EDR3,M2.5 V,2.5,AF15a,3400.0,50.0,5.0,0.5,0.0,,Cif20,0.0238264,0.0004498,Cif20,0.4449,0.0137,Karmn,0.445,0.018,Karmn,-122.354839758977,0.027239645,-166.073324935915,0.017584749,EDR3,33.4848294949129,0.024425384,EDR3,29.86427033,0.02178438,EDR3,12.8026795734867,0.288377676480666,EDR3,1.3557829,EDR3,23.79231,0.04925,2.33638,0.19596,-21.09964,0.2069,Karmn,0.0299490365481577,0.0009764935322243282,Wol17,UMa,Karmn,,,D,Karmn,<,8.0,,Gilh18,,,,0.0,0.4,AF15a,,,,,,,,,,,,,,,,,,,,,,,16.631,0.009,SDSS9,,,,14.566,0.033,APASS9,13.286,0.003,EDR3,13.753,0.014,APASS9,,,,13.085,0.047,APASS9,12.951,UCAC3,12.476,0.014,APASS9,12.0082,0.0028,EDR3,11.412,0.001,SDSS9,10.8798,0.0038,EDR3,10.6,US-B1,9.382,0.022,8.777,0.022,8.509,0.017,AAA,2M,8.396,0.023,8.299,0.02,8.189,0.023,8.152,0.323,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,CAFOS,,,,Gamma,,,2770741509264349696,23560029+1501409,411473241,3350.0,3450.0,4.5,5.5,False,,,False,False
J23556-061,GJ 912,AB,912,358.913616654316,-6.14428302714463,23:55:39.78,-06:08:33.4,88.1299331878002,-65.1754910573533,EDR3,M2.5 V,2.5,PMSU,3639.0,30.0,4.84,0.14,-0.02,0.08,Marf21,0.0460607,0.0003012,Karmn,0.53995,0.00908,Karmn,0.5457,0.0153,Karmn,-480.237277607078,0.058738317,-378.885800139448,0.027684215,EDR3,55.9199596857383,0.043934,EDR3,17.88270245,0.0140497,EDR3,17.067161772975,0.582480369328724,EDR3,2.085181,EDR3,,,,,,,,0.1527063525656542,0.002503058443926,Wol17,,,,,,,<,2.0,,Rein18,,,,0.074,0.011,Sche19,,,,,,,,,,,,,,,,,,,,,,,14.918,0.005,SDSS9,14.263,0.756,TYC2,12.585,0.043,APASS9,11.3811,0.0029,EDR3,11.848,0.044,APASS9,11.305,0.128,TYC2,11.17,0.062,APASS9,10.784,UCAC4,10.575,0.01,CMC15,10.1541,0.0028,EDR3,9.539,0.001,SDSS9,9.0467,0.0038,EDR3,9.85,US-B1,7.6,0.018,6.964,0.044,6.715,0.024,AAA,2M,6.584,0.072,6.477,0.021,6.437,0.016,6.381,0.06,AAAA,AllWISE,SB1,,,,,,,,,,Karmn,,CARMENES+HARPS,No,,0.0,,FEROS,,(FastCam),Delta+,GTO,,2442996678074668288,23553981-0608327,9759680,3609.0,3669.0,4.7,4.9799999999999995,True,../data/CARM_VIS_RVs/J23556-061.dat,,True,False
J23554-039,NLTT 58410,-,4376,358.860479101846,-3.98327083422751,23:55:25.96,-03:58:59.9,90.483360983468,-63.2710660695555,EDR3,M3.5 V,3.5,PMSU,3200.0,50.0,5.5,0.5,0.0,,Cif20,0.026545,0.000792,Cif20,0.5301,0.0184,Karmn,0.5353,0.0227,Karmn,522.371208205454,0.04522997,6.91281126559573,0.030806439,EDR3,25.3514996863394,0.039783537,EDR3,39.4453982,0.06190077,EDR3,30.1,15.0,Haw96,2.0041716,EDR3,-86.14591,0.14562,-27.93319,6.7469,-47.4057,13.39708,Karmn,0.1644710090745027,0.0058575628119574,Wol17,,,,,TD-D,Karmn,,,,,,,,-0.021,,Jon16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.363,0.01,UCAC4,14.1265,0.0033,EDR3,14.575,0.03,UCAC4,,,,13.637,0.07,UCAC4,13.769,UCAC3,13.06,0.1,UCAC4,12.664,0.0028,EDR3,12.0,0.3,UCAC4,11.4703,0.0039,EDR3,11.07,US-B1,9.866,0.024,9.211,0.022,8.945,0.019,AAA,2M,8.803,0.023,8.702,0.019,8.597,0.029,8.206,0.247,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,2446507796659516288,23552591-0359000,248610583,3150.0,3250.0,5.0,6.0,False,,,False,False
J23548+385,RX J2354.8+3831,-,,358.713658300636,38.5263396263287,23:54:51.46,+38:31:36.2,110.94190824769,-23.0244485571922,EDR3,M4.0 V,4.0,Lep13,3263.0,16.0,5.13,0.1,-0.55,0.09,Marf21,0.0104244,5.671e-05,Karmn,0.31948,0.00325,Karmn,0.31308,0.00995,Karmn,-132.064145710208,0.03407636,-86.1455864959332,0.024884645,EDR3,59.3946800642769,0.03095568,EDR3,16.83652473,0.00877496,EDR3,5.37189530069022,0.0265595005360228,Lafa20,1.3178313,EDR3,9.90138,0.01035,7.32842,0.02301,-5.95718,0.0111,Karmn,0.0095867448376202,0.00048093846757772245,Wol17,UMa,Karmn,,,D,Karmn,=,3.6,1.5,Rein18,4.797959,0.0014629092,Rev20,-3.35,0.05,Sche19,-3.859,0.006,Sche19,J235452.2+383129,0.234,0.0287,-0.26,0.12,0.07,0.21,16.22,1.99,0.0119878085850164,2.99,1RXS,RV-loud,Sad21,20.759,0.272,19.678,0.093,GALEX,16.489,0.009,SDSS9,,,,14.784,0.05,UCAC4,13.4619,0.0058,EDR3,13.91,0.04,UCAC4,,,,13.184,0.06,UCAC4,13.167,UCAC3,12.573,0.05,UCAC4,11.8792,0.0029,EDR3,11.061,0.05,UCAC4,10.6477,0.0045,EDR3,10.22,US-B1,8.937,0.034,8.345,0.017,8.087,0.02,AAA,2M,7.93,0.025,7.782,0.02,7.652,0.018,7.801,0.207,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES,No,,0.0,,CAFE,,(Astralux) [Bow15],Alpha,GTO,25-300Ma Shk09.,2881313793031884544,23545147+3831363,291689873,3247.0,3279.0,5.03,5.2299999999999995,True,../data/CARM_VIS_RVs/J23548+385.dat,../data/CARMENES_GTO_TESS_lc/lightcurves/J23548+385/J23548+385_TESS_TIC291689873_S17.fits,True,True
J23544+081,G 30-28,-,4374,358.610432016184,8.16182502228094,23:54:26.81,+08:09:43.4,99.5616224605462,-52.1047052245671,EDR3,M3.0 V,3.0,PMSU,3400.0,50.0,5.0,0.5,0.0,,Cif20,0.046671,0.003461,Cif20,0.6226,0.0295,Karmn,0.633,0.0337,Karmn,-286.284326037568,1.22478760745039,-52.8839107413517,0.950294869015422,DR2,24.9648208804863,0.586569532751189,DR2,40.05636591,0.94115812,DR2,-20.8,15.0,Haw96,,,54.42356,1.91101,4.21998,9.10472,22.55898,11.8417,Karmn,0.0462524453400701,0.0017863727402311,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.45,0.01,SDSS9,,,,14.494,0.03,UCAC4,13.264,0.003,EDR3,13.72,0.031,APASS9,,,,12.977,0.09,UCAC4,11.902,UCAC3,12.44,0.057,APASS9,11.9489,0.0029,EDR3,11.3924,0.018,PS1,10.7712,0.0038,EDR3,10.02,US-B1,9.243,0.021,8.703,0.04,8.484,0.021,AAA,2M,8.334,0.022,8.167,0.021,8.077,0.022,8.133,0.363,AAAC,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,(FastCam),Gamma,,,2746624920002759680,23542679+0809435,408425022,3350.0,3450.0,4.5,5.5,False,,,False,False
J23541+516,G 217-023,-,4373,358.545617506812,51.6863956078691,23:54:10.50,+51:41:09.9,113.972727593322,-10.18660681086,EDR3,M3.5 V,3.5,PMSU,,,,,,,,,,,,,,,,,261.888927279184,0.013130451,68.8558566427585,0.0127285225,EDR3,39.2815897011284,0.01521927,EDR3,25.45721819,0.00986315,EDR3,-27.9,15.0,Haw96,1.1118377,EDR3,-18.76273,5.99818,-38.19494,13.49016,5.95072,2.65284,Karmn,0.0308520986150791,0.0016074683902772,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.98,0.01,SDSS9,,,,14.928,0.163,APASS9,13.8015,0.003,EDR3,14.638,0.002,SDSS9,,,,13.527,0.078,APASS9,13.422,UCAC3,13.461,0.002,SDSS9,12.3467,0.0028,EDR3,11.924,0.003,SDSS9,11.1577,0.0038,EDR3,10.45,US-B1,9.574,0.021,9.0,0.026,8.745,0.024,AAA,2M,8.615,0.022,8.427,0.02,8.322,0.02,8.181,0.199,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,1944312732624736384,23541048+5141099,431690130,,,,,False,,,False,False
J23535+121,RX J2353.5+1206 2,B,,358.398689724191,12.1041202111364,23:53:35.64,+12:06:16.6,101.38426325916,-48.3327419307107,EDR3,M2.5 V,2.5,Lep13,3500.0,50.0,4.5,0.5,0.0,,Cif20,0.0701007,0.0009897,Cif20,0.7201,0.0212,Karmn,0.7358,0.0266,Karmn,44.1219300428421,0.039178256,-110.988988922354,0.022078823,EDR3,26.7919427492731,0.034995064,EDR3,37.32465426,0.04875267,EDR3,,,,1.520485,EDR3,2.9,,-17.4,,,,Lep13,0.0127313225497674,0.00022925660528415011,Wol17,,,,,,,,,,,,,,-2.41,,Lep13,,,,J235336.0+120623,0.12,0.0189,-0.32,0.14,-0.17,0.24,7.94,1.25,0.0045870146287381,1.44,1RXS*,,,20.263,0.228,18.611,0.076,GALEX,17.439,0.012,SDSS9,,,,12.202,0.01,UCAC4,12.5112,0.0032,EDR3,11.565,0.01,UCAC4,,,,10.744,0.01,UCAC4,10.572,UCAC3,10.137,0.01,UCAC4,11.2967,0.0028,EDR3,9.451,0.09,UCAC4,10.1923,0.0039,EDR3,,,8.67,0.029,8.031,0.024,7.84,0.031,AAA,2M,7.751,0.048,7.637,0.031,7.623,0.028,7.74,0.232,AAAA,WISE,Wide,VYS11,5.70,,,HIP 117809,K4.0 V,,,,,,,No,,0.0,,,,[Ans15],Gamma,,,2766669467950452608,23533563+1206167,302129278,3450.0,3550.0,4.0,5.0,False,,,False,False
J23523-146,LP 823-008,-,4371,358.099665163381,-14.691152952259,23:52:23.46,-14:41:24.4,72.1071757171277,-71.4642713883989,EDR3,M4.5 V,4.5,PMSU,3000.0,50.0,4.5,0.5,0.0,,Cif20,0.0049178,0.0001806,Cif20,0.25959,0.00988,Karmn,0.2499,0.0136,Karmn,413.720126276826,0.44824392,-237.165851092208,0.36124292,EDR3,39.1077043914328,0.48250785,EDR3,25.57040909,0.31548574,EDR3,17.6,15.0,Haw96,12.362153,EDR3,-28.50703,1.57201,-40.62856,4.5562,-34.46524,14.22263,Karmn,0.1236018094139701,0.0055987570995869,Wol17,,,,,D,Karmn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.009,0.13,UCAC4,15.5974,0.0045,EDR3,16.038,0.02,UCAC4,,,,15.293,0.07,UCAC4,15.356,UCAC3,14.768,0.02,UCAC4,13.814,0.0048,EDR3,12.984,0.04,UCAC4,12.3961,0.004,EDR3,12.32,US-B1,10.436,0.024,9.917,0.023,9.554,0.019,AAA,2M,9.422,0.022,9.22,0.02,8.99,0.032,8.426,,AAAU,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Gamma,,,2419293853079296640,23522340-1441240,2052329481,2950.0,3050.0,4.0,5.0,False,,,False,False
J23517+069,G 30-26,AB,4370,357.936337670112,6.96994464849413,23:51:44.76,+06:58:16.4,97.8180765289559,-52.9663988584408,EDR3,M3.0 V+,3.0,PMSU,,,,,,,,,,,,,,,,,-38.970894861351,0.033130694,-289.688564007365,0.02461884,EDR3,36.7218885111068,0.03343476,EDR3,27.23171494,0.02479409,EDR3,,,,1.6699446,EDR3,,,,,,,,0.0390808589641474,0.0016180560019867,Wol17,,,,,,,,,,,,,,0.36,0.17,Gai14,,,,,,,,,,,,,,,,,,,,,,,16.778,0.011,SDSS9,,,,14.236,0.01,UCAC4,13.6998,0.005,EDR3,13.47,0.0,UCAC4,,,,12.696,0.01,UCAC4,12.289,UCAC3,12.039,0.03,UCAC4,12.318,0.0028,EDR3,10.72,0.0,UCAC4,11.1094,0.0082,EDR3,10.04,US-B1,8.841,0.025,8.7,0.051,8.188,0.036,EEA,2M,7.785,0.028,7.681,0.02,7.59,0.018,7.522,0.136,AAAB,AllWISE,Resolved Physical,,,,,,,,2181,13,CC16,,,No,,0.0,,,,FastCam,Delta,,,2746378702413952768,23514483+0658159,2053185769,,,,,False,,,False,False
J23509+384,LP 291-024,-,4369,357.724626891085,38.4917059495529,23:50:54.03,+38:29:33.4,110.117751292757,-22.868983131279,EDR3,M4.0 V,4.0,PMSU,3200.0,50.0,4.5,0.25,0.0,,Karmn,0.0088968,6.163e-05,Karmn,0.30688,0.00965,Karmn,0.2998,0.0137,Karmn,-85.5485435842153,0.02277038,-202.543708877874,0.017776264,EDR3,42.6587166093165,0.02388599,EDR3,23.44186791,0.01312586,EDR3,-1.0,5.0,Terr15,1.2419622,EDR3,16.87558,1.58465,-2.82145,4.32591,-17.47082,1.9431,Karmn,0.0233044852162354,0.0013115319514422,Wol17,UMa,Karmn,,,YD,Karmn,,,,,73.03,,New16a,0.059,0.057,New16b,,,,,,,,,,,,,,,,,,,,,,,17.59,0.014,SDSS9,,,,15.874,0.08,UCAC4,14.4571,0.0036,EDR3,14.917,0.0,UCAC4,,,,14.179,0.09,UCAC4,14.124,UCAC3,13.565,0.02,UCAC4,12.8206,0.0028,EDR3,12.0,0.12,UCAC4,11.5844,0.0039,EDR3,10.97,US-B1,9.8,0.025,9.227,0.036,8.924,0.018,AAA,2M,8.768,0.022,8.628,0.019,8.468,0.024,8.509,0.365,AAAC,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,(Astralux),Gamma,Legacy,,2881491570317649920,23505402+3829334,455759556,3150.0,3250.0,4.25,4.75,False,,,False,False
J23506+099,NLTT 58143,AB,4368,357.653597677035,9.9493188721918,23:50:36.16,+09:56:53.5,99.1833908869759,-50.0968385270104,EDR3,M3.0 V+,3.0,PMSU,,,,,,,,,,,,,,,,,652.959541750263,0.035952415,253.917731592261,0.02520969,EDR3,50.1483153814122,0.03224731,EDR3,19.94084931,0.01282274,EDR3,-7.396,0.1025,Sou18,1.5668577,EDR3,,,,,,,,0.1197880742845737,0.0032033845164021,Wol17,,,,,,,,,,,,,,0.388,,PMSU,,,,,,,,,,,,,,,,,,,,20.681,0.208,GALEX,15.207,0.006,SDSS9,,,,12.908,0.01,UCAC4,11.7907,0.0055,EDR3,12.168,0.01,UCAC4,,,,12.559,0.01,UCAC4,11.226,UCAC3,10.947,0.016,PS1,10.598,0.0028,EDR3,9.624,0.001,PS1,9.3208,0.0081,EDR3,10.42,US-B1,7.672,0.019,7.098,0.026,6.807,0.023,AAA,2M,6.719,0.073,6.527,0.024,6.525,0.016,6.395,0.068,AAAA,AllWISE,Resolved Physical,,,,,,,BEU24,1.50,,,,,No,,0.0,,,,(FastCam) [Beu04],Delta,,# Another epoch needed for confirmation.,2759428629829608064,23503619+0956537,408412672,,,,,False,,,False,False
J23505-095,LP 763-012,-,4367,357.63470522772,-9.56096439188992,23:50:31.64,-09:33:32.7,80.7770665497193,-67.3034255060156,EDR3,M4.0 V,4.0,PMSU,3377.0,34.0,4.83,0.1,-0.08,0.1,Marf21,0.0102982,9.653e-05,Karmn,0.29646,0.00613,Karmn,0.2888,0.0112,Karmn,634.56220603823,0.037466332,-426.025083033697,0.028018536,EDR3,58.7979214872597,0.048928242,EDR3,17.00740391,0.01415258,EDR3,-21.8708674092309,0.0240094661686138,Lafa20,1.2650676,EDR3,-29.62173,0.03983,-58.246,0.03108,-2.32874,0.02584,Karmn,0.214452407860733,0.0059982678535134,Wol17,,,,,D,Karmn,<,2.0,,Rein18,,,,0.006,0.012,Sche19,,,,,,,,,,,,,,,,,,,,22.435,0.472,GALEX,16.696,0.007,SDSS9,,,,,,,13.6499,0.0049,EDR3,14.015,0.002,PS1,,,,,,,13.166,UCAC4,12.797,0.0,CMC15,11.9981,0.0029,EDR3,11.376,0.059,PS1,10.7543,0.0042,EDR3,10.32,US-B1,8.943,0.039,8.386,0.059,8.043,0.024,AAA,2M,7.898,0.026,7.77,0.02,7.653,0.02,7.416,0.133,AAAB,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS,No,,0.0,,FEROS,,FastCam (Astralux),Alpha,GTO,,2435125446129139712,23503159-0933320,9697711,3343.0,3411.0,4.73,4.93,True,../data/CARM_VIS_RVs/J23505-095.dat,<ambiguous>,True,True
J23496+083,StKM 1-2166,-,4364,357.407429543327,8.35809152418787,23:49:37.65,+08:21:30.3,97.8893588488145,-51.4832266315121,EDR3,M1.0 V,1.0,PMSU,3700.0,50.0,5.0,0.5,0.0,,Cif20,0.052109,0.001185,Cif20,0.5555,0.0163,Karmn,0.562,0.021,Karmn,125.759500986741,0.022514788,-72.0048048914051,0.016375685,EDR3,38.8754616324166,0.022666156,EDR3,25.72316721,0.01499777,EDR3,-14.165,0.0019,Sou18,1.2787578,EDR3,-8.02434,0.00859,-21.04283,0.0055,2.39058,0.00414,Karmn,0.0124677849933364,0.00028021908786020534,Wol17,LA,Karmn,,,YD,Karmn,,,,,,,,0.48,0.07,Gai14,,,,,,,,,,,,,,,,,,,,19.947,0.152,GALEX,15.673,0.01,SDSS9,,,,12.787,0.01,UCAC4,11.6096,0.0029,EDR3,12.114,0.02,UCAC4,,,,11.398,0.08,UCAC4,10.986,UCAC3,10.816,0.05,UCAC4,10.5899,0.0028,EDR3,9.969,0.07,UCAC4,9.5822,0.0038,EDR3,9.45,US-B1,8.276,0.019,7.708,0.057,7.483,0.023,AAA,2M,7.31,0.035,7.309,0.02,7.245,0.018,7.167,0.108,AAAA,AllWISE,Single,,,,,,,,,,,,HARPS,No,,0.0,,,,,Gamma,,,2758686773014648320,23493765+0821301,402993451,3650.0,3750.0,4.5,5.5,False,,,False,False
J23492+100,G 29-69,-,4363,357.312723459616,10.0924131504357,23:49:15.02,+10:05:38.8,98.7795275290857,-49.8405679191216,EDR3,M4.0 V,4.0,PMSU,3300.0,50.0,4.5,0.5,0.0,,Cif20,0.0235428,0.0003238,Cif20,0.4694,0.0146,Karmn,0.4713,0.0189,Karmn,30.2611251198087,0.063202396,-380.123264860505,0.036586165,EDR3,31.2861025247283,0.05399395,EDR3,31.96307367,0.05516228,EDR3,22.0,5.0,New14,2.615939,EDR3,21.11772,0.49461,-25.07331,3.18755,-52.41875,3.82164,Karmn,0.0598727667853101,0.0024485871210341,Wol17,,,,,D,Karmn,=,31.0,,Moc02,,,,-2.17,,PMSU,,,,J234915.0+100534,0.0496,0.0133,-0.84,0.16,-1.0,0.57,1.91,0.51,0.0022904288573162,1.29,1RXS,Flare?,Ger99,,,20.715,0.209,GALEX,16.779,0.011,SDSS9,,,,15.102,0.02,UCAC4,13.7895,0.0031,EDR3,14.287,0.01,UCAC4,,,,13.849,0.01,UCAC4,13.447,UCAC3,13.019,0.01,UCAC4,12.3109,0.0028,EDR3,11.475,0.01,UCAC4,11.1116,0.0038,EDR3,10.55,US-B1,9.459,0.022,8.92,0.028,8.676,0.02,AAA,2M,8.553,0.022,8.37,0.02,8.243,0.025,7.826,0.223,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,FastCam,Gamma,,,2760197497694795904,23491501+1005385,408411944,3250.0,3350.0,4.0,5.0,False,,,False,False
J23492+024,BR Psc,-,908,357.306603823134,2.396917944196,23:49:12.53,+02:24:04.4,93.5674666869375,-56.885396454986,EDR3,M1.0 V,1.0,PMSU,3573.0,23.0,4.94,0.13,-0.55,0.08,Marf21,0.0255593,0.0002067,Karmn,0.41722,0.00563,Karmn,0.416,0.012,Karmn,992.720389028549,0.035269726,-968.806466326766,0.019325616,EDR3,169.21632962255,0.028058065,EDR3,5.90959515,0.00097988,EDR3,-71.131,0.0005,Sou18,1.1554246,EDR3,-8.81529,0.00467,-70.17176,0.00385,39.59608,0.00253,Karmn,0.2613655381290241,0.0005883831741319095,Wol17,,,,,TD,Karmn,<,2.0,,Rein18,49.900001525878906,3.5,SM18,-0.023,0.014,Sche19,,,,J234911.9+022422,0.0512,0.0135,-0.31,0.23,-0.51,0.32,3.41,0.9,0.00014161253835687907,0.08,1RXS,Flare?,Ger99,21.0,0.204,18.668,0.047,GALEX,15.318,0.015,SDSS9,10.886,0.058,TYC2,10.444,0.03,UCAC4,9.2166,0.0029,EDR3,10.246,0.25,UCAC4,9.194,0.021,TYC2,9.416,0.03,UCAC4,8.923,UCAC4,8.472,0.0,CMC15,8.1529,0.0028,EDR3,7.936,0.02,UCAC4,7.1208,0.0038,EDR3,7.34,US-B1,5.827,0.023,5.282,0.031,5.043,0.02,AAA,2M,4.967,0.199,4.512,0.123,4.765,0.016,4.654,0.031,BBAA,AllWISE,Single,,,,,,,,,,,,CARMENES+HARPS+SOPHIE,No,,0.0,,CAFE FEROS,,FastCam [WD15],Alpha,GTO,,2739689239311660672,23491255+0224037,267255253,3550.0,3596.0,4.8100000000000005,5.07,True,../data/CARM_VIS_RVs/J23492+024.dat,,True,False
J23489+098,[R78b] 377,-,,357.245738847817,9.86481691904529,23:48:58.82,+09:51:54.2,98.5530502047186,-50.0273874522122,EDR3,M1.0 V,1.0,Lep13,,,,,,,,,,,,,,,,,147.559735410176,0.04058171,-52.8854996287313,0.02921469,EDR3,21.1388668963238,0.04168786,EDR3,47.3062253,0.09329238,EDR3,,,,1.5560123,EDR3,,,,,,,,0.0268780885139398,0.0006964894512577755,Wol17,,,,,,,,,,,,,,-0.34,,Lep13,,,,,,,,,,,,,,,,,,,,20.984,0.24,GALEX,16.469,0.01,SDSS9,,,,13.605,0.041,APASS9,12.4481,0.0034,EDR3,12.875,0.01,UCAC4,,,,12.183,0.19,APASS9,11.768,UCAC3,11.555,0.046,APASS9,11.3939,0.0028,EDR3,10.565,0.01,UCAC4,10.3534,0.0042,EDR3,,,8.891,0.02,8.33,0.028,8.109,0.02,AAA,2M,7.928,0.026,7.876,0.02,7.811,0.022,7.679,0.176,AAAB,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,,Delta,,,2760157163658812800,23485883+0951542,408411901,,,,,False,,,False,False
J23480+490,Ross 249,-,907,357.017318625527,49.0162283532401,23:48:03.14,+49:00:57.3,112.362828784252,-12.550742582115,EDR3,M1.0 V,1.0,PMSU,3600.0,50.0,5.0,0.5,0.0,,Cif20,0.0132823,0.0002112,Cif20,0.29627,0.00856,Karmn,0.2886,0.0128,Karmn,626.208848017796,0.017747952,69.7801386081765,0.015891349,EDR3,61.2573802262294,0.021546135,EDR3,16.32456361,0.00574186,EDR3,19.4496713486866,0.167903673974317,EDR3,1.3833959,EDR3,-51.30573,0.06412,-2.18236,0.15174,-10.89805,0.03678,Karmn,0.1345114387599968,0.0050780772488598,Wol17,,,,,D,Karmn,,,,,,,,0.275,,PMSU,,,,,,,,,,,,,,,,,,,,,,,15.612,0.005,SDSS9,13.4,0.273,TYC2,13.694,0.02,UCAC4,12.3222,0.0029,EDR3,12.915,0.03,UCAC4,11.889,0.125,TYC2,12.095,0.03,UCAC4,11.665,UCAC3,11.484,0.04,UCAC4,11.1755,0.0028,EDR3,10.489,0.03,UCAC4,10.1098,0.0038,EDR3,10.29,US-B1,8.765,0.027,8.142,0.04,7.933,0.026,AAA,2M,7.773,0.027,7.639,0.02,7.549,0.017,7.229,0.085,AAAA,AllWISE,Single,,,,,,,,,,,,,No,,0.0,,,,(FastCam),Gamma,,,1940584323054654592,23480312+4900573,431515565,3550.0,3650.0,4.5,5.5,False,,,False,False
